game_id,inning,team,true_outcome,anything_else,true_outcome_result,var,value
CLE201708240,8,0,8.0,1,7.0,visteam,BOS
CLE201708240,9,0,2.0,2,0.0,visteam,BOS
CLE201708240,1,1,2.0,4,-2.0,hometeam,CLE
CLE201708240,2,1,2.0,7,-5.0,hometeam,CLE
CLE201708240,3,1,8.0,3,5.0,hometeam,CLE
CLE201708240,4,1,4.0,2,2.0,hometeam,CLE
CLE201708240,5,1,6.0,4,2.0,hometeam,CLE
CLE201708240,6,1,4.0,4,0.0,hometeam,CLE
CLE201708240,7,1,6.0,4,2.0,hometeam,CLE
CLE201708240,8,1,2.0,3,-1.0,hometeam,CLE
CLE201708250,1,0,0.0,4,-4.0,visteam,KCA
CLE201708250,2,0,0.0,5,-5.0,visteam,KCA
CLE201708250,3,0,0.0,4,-4.0,visteam,KCA
CLE201708250,4,0,0.0,3,-3.0,visteam,KCA
CLE201708250,5,0,4.0,2,2.0,visteam,KCA
CLE201708250,6,0,2.0,3,-1.0,visteam,KCA
CLE201708250,7,0,2.0,4,-2.0,visteam,KCA
CLE201708250,8,0,0.0,4,-4.0,visteam,KCA
CLE201708250,9,0,4.0,1,3.0,visteam,KCA
CLE201708250,1,1,2.0,2,0.0,hometeam,CLE
CLE201708250,2,1,2.0,3,-1.0,hometeam,CLE
CLE201708250,3,1,0.0,7,-7.0,hometeam,CLE
CLE201708250,4,1,2.0,2,0.0,hometeam,CLE
CLE201708250,5,1,4.0,4,0.0,hometeam,CLE
CLE201708250,6,1,0.0,5,-5.0,hometeam,CLE
CLE201708250,7,1,4.0,5,-1.0,hometeam,CLE
CLE201708250,8,1,2.0,3,-1.0,hometeam,CLE
CLE201708260,1,0,2.0,2,0.0,visteam,KCA
CLE201708260,2,0,4.0,2,2.0,visteam,KCA
CLE201708260,3,0,4.0,1,3.0,visteam,KCA
CLE201708260,4,0,4.0,4,0.0,visteam,KCA
CLE201708260,5,0,4.0,2,2.0,visteam,KCA
CLE201708260,6,0,4.0,3,1.0,visteam,KCA
CLE201708260,7,0,2.0,2,0.0,visteam,KCA
CLE201708260,8,0,0.0,3,-3.0,visteam,KCA
CLE201708260,9,0,2.0,3,-1.0,visteam,KCA
CLE201708260,1,1,0.0,3,-3.0,hometeam,CLE
CLE201708260,2,1,4.0,1,3.0,hometeam,CLE
CLE201708260,3,1,2.0,2,0.0,hometeam,CLE
CLE201708260,4,1,2.0,2,0.0,hometeam,CLE
CLE201708260,5,1,0.0,3,-3.0,hometeam,CLE
CLE201708260,6,1,2.0,5,-3.0,hometeam,CLE
CLE201708260,7,1,10.0,4,6.0,hometeam,CLE
CLE201708260,8,1,2.0,3,-1.0,hometeam,CLE
CLE201708270,1,0,2.0,2,0.0,visteam,KCA
CLE201708270,2,0,4.0,2,2.0,visteam,KCA
CLE201708270,3,0,4.0,2,2.0,visteam,KCA
CLE201708270,4,0,0.0,3,-3.0,visteam,KCA
CLE201708270,5,0,0.0,3,-3.0,visteam,KCA
CLE201708270,6,0,6.0,1,5.0,visteam,KCA
CLE201708270,7,0,0.0,5,-5.0,visteam,KCA
CLE201708270,8,0,4.0,1,3.0,visteam,KCA
CLE201708270,9,0,0.0,3,-3.0,visteam,KCA
CLE201708270,1,1,4.0,6,-2.0,hometeam,CLE
CLE201708270,2,1,10.0,7,3.0,hometeam,CLE
CLE201708270,3,1,4.0,3,1.0,hometeam,CLE
CLE201708270,4,1,2.0,2,0.0,hometeam,CLE
CLE201708270,5,1,0.0,3,-3.0,hometeam,CLE
CLE201708270,6,1,4.0,3,1.0,hometeam,CLE
CLE201708270,7,1,0.0,3,-3.0,hometeam,CLE
CLE201708270,8,1,4.0,3,1.0,hometeam,CLE
CLE201709080,1,0,0.0,3,-3.0,visteam,BAL
CLE201709080,2,0,4.0,2,2.0,visteam,BAL
CLE201709080,3,0,8.0,1,7.0,visteam,BAL
CLE201709080,4,0,2.0,3,-1.0,visteam,BAL
CLE201709080,5,0,4.0,1,3.0,visteam,BAL
CLE201709080,6,0,2.0,3,-1.0,visteam,BAL
CLE201709080,7,0,2.0,2,0.0,visteam,BAL
CLE201709080,8,0,4.0,1,3.0,visteam,BAL
CLE201709080,9,0,4.0,3,1.0,visteam,BAL
CLE201709080,1,1,10.0,2,8.0,hometeam,CLE
CLE201709080,2,1,2.0,2,0.0,hometeam,CLE
CLE201709080,3,1,2.0,2,0.0,hometeam,CLE
CLE201709080,4,1,0.0,3,-3.0,hometeam,CLE
CLE201709080,5,1,2.0,3,-1.0,hometeam,CLE
CLE201709080,6,1,2.0,5,-3.0,hometeam,CLE
CLE201709080,7,1,10.0,3,7.0,hometeam,CLE
CLE201709080,8,1,2.0,2,0.0,hometeam,CLE
CLE201709090,1,0,2.0,5,-3.0,visteam,BAL
CLE201709090,2,0,0.0,3,-3.0,visteam,BAL
CLE201709090,3,0,0.0,3,-3.0,visteam,BAL
CLE201709090,4,0,2.0,2,0.0,visteam,BAL
CLE201709090,5,0,2.0,2,0.0,visteam,BAL
CLE201709090,6,0,6.0,2,4.0,visteam,BAL
CLE201709090,7,0,2.0,2,0.0,visteam,BAL
CLE201709090,8,0,6.0,0,6.0,visteam,BAL
CLE201709090,9,0,2.0,2,0.0,visteam,BAL
CLE201709090,1,1,2.0,2,0.0,hometeam,CLE
CLE201709090,2,1,0.0,3,-3.0,hometeam,CLE
CLE201709090,3,1,0.0,5,-5.0,hometeam,CLE
CLE201709090,4,1,2.0,5,-3.0,hometeam,CLE
CLE201709090,5,1,0.0,5,-5.0,hometeam,CLE
CLE201709090,6,1,6.0,2,4.0,hometeam,CLE
CLE201709090,7,1,8.0,2,6.0,hometeam,CLE
CLE201709090,8,1,4.0,1,3.0,hometeam,CLE
CLE201709100,1,0,0.0,4,-4.0,visteam,BAL
CLE201709100,2,0,0.0,3,-3.0,visteam,BAL
CLE201709100,3,0,4.0,2,2.0,visteam,BAL
CLE201709100,4,0,4.0,2,2.0,visteam,BAL
CLE201709100,5,0,2.0,2,0.0,visteam,BAL
CLE201709100,6,0,4.0,3,1.0,visteam,BAL
CLE201709100,7,0,2.0,3,-1.0,visteam,BAL
CLE201709100,8,0,2.0,2,0.0,visteam,BAL
CLE201709100,9,0,4.0,1,3.0,visteam,BAL
CLE201709100,1,1,2.0,4,-2.0,hometeam,CLE
CLE201709100,2,1,0.0,3,-3.0,hometeam,CLE
CLE201709100,3,1,0.0,3,-3.0,hometeam,CLE
CLE201709100,4,1,0.0,3,-3.0,hometeam,CLE
CLE201709100,5,1,0.0,3,-3.0,hometeam,CLE
CLE201709100,6,1,4.0,4,0.0,hometeam,CLE
CLE201709100,7,1,4.0,4,0.0,hometeam,CLE
CLE201709100,8,1,0.0,3,-3.0,hometeam,CLE
CLE201709110,1,0,4.0,3,1.0,visteam,DET
CLE201709110,2,0,6.0,1,5.0,visteam,DET
CLE201709110,3,0,2.0,3,-1.0,visteam,DET
CLE201709110,4,0,2.0,4,-2.0,visteam,DET
CLE201709110,5,0,2.0,3,-1.0,visteam,DET
CLE201709110,6,0,4.0,2,2.0,visteam,DET
CLE201709110,7,0,0.0,4,-4.0,visteam,DET
CLE201709110,8,0,2.0,2,0.0,visteam,DET
CLE201709110,9,0,4.0,2,2.0,visteam,DET
CLE201709110,1,1,4.0,3,1.0,hometeam,CLE
CLE201709110,2,1,2.0,7,-5.0,hometeam,CLE
CLE201709110,3,1,0.0,4,-4.0,hometeam,CLE
CLE201709110,4,1,6.0,4,2.0,hometeam,CLE
CLE201709110,5,1,0.0,5,-5.0,hometeam,CLE
CLE201709110,6,1,6.0,3,3.0,hometeam,CLE
CLE201709110,7,1,2.0,2,0.0,hometeam,CLE
CLE201709110,8,1,6.0,4,2.0,hometeam,CLE
CLE201709120,1,0,4.0,2,2.0,visteam,DET
CLE201709120,2,0,0.0,3,-3.0,visteam,DET
CLE201709120,3,0,2.0,2,0.0,visteam,DET
CLE201709120,4,0,4.0,2,2.0,visteam,DET
CLE201709120,5,0,0.0,3,-3.0,visteam,DET
CLE201709120,6,0,4.0,1,3.0,visteam,DET
CLE201709120,7,0,0.0,3,-3.0,visteam,DET
CLE201709120,8,0,0.0,3,-3.0,visteam,DET
CLE201709120,9,0,0.0,4,-4.0,visteam,DET
CLE201709120,1,1,2.0,3,-1.0,hometeam,CLE
CLE201709120,2,1,2.0,5,-3.0,hometeam,CLE
CLE201709120,3,1,6.0,3,3.0,hometeam,CLE
CLE201709120,4,1,2.0,2,0.0,hometeam,CLE
CLE201709120,5,1,2.0,2,0.0,hometeam,CLE
CLE201709120,6,1,6.0,3,3.0,hometeam,CLE
CLE201709120,7,1,4.0,2,2.0,hometeam,CLE
CLE201709120,8,1,2.0,4,-2.0,hometeam,CLE
CLE201709130,1,0,6.0,3,3.0,visteam,DET
CLE201709130,2,0,2.0,2,0.0,visteam,DET
CLE201709130,3,0,4.0,3,1.0,visteam,DET
CLE201709130,4,0,0.0,3,-3.0,visteam,DET
CLE201709130,5,0,2.0,2,0.0,visteam,DET
CLE201709130,6,0,2.0,5,-3.0,visteam,DET
CLE201709130,7,0,2.0,2,0.0,visteam,DET
CLE201709130,8,0,2.0,4,-2.0,visteam,DET
CLE201709130,9,0,2.0,2,0.0,visteam,DET
CLE201709130,1,1,10.0,1,9.0,hometeam,CLE
CLE201709130,2,1,4.0,1,3.0,hometeam,CLE
CLE201709130,3,1,6.0,4,2.0,hometeam,CLE
CLE201709130,4,1,2.0,2,0.0,hometeam,CLE
CLE201709130,5,1,0.0,3,-3.0,hometeam,CLE
CLE201709130,6,1,4.0,1,3.0,hometeam,CLE
CLE201709130,7,1,4.0,3,1.0,hometeam,CLE
CLE201709130,8,1,2.0,2,0.0,hometeam,CLE
CLE201709140,1,0,2.0,2,0.0,visteam,KCA
CLE201709140,2,0,2.0,3,-1.0,visteam,KCA
CLE201709140,3,0,0.0,3,-3.0,visteam,KCA
CLE201709140,4,0,0.0,3,-3.0,visteam,KCA
CLE201709140,5,0,6.0,2,4.0,visteam,KCA
CLE201709140,6,0,2.0,4,-2.0,visteam,KCA
CLE201709140,7,0,2.0,3,-1.0,visteam,KCA
CLE201709140,8,0,0.0,3,-3.0,visteam,KCA
CLE201709140,9,0,0.0,3,-3.0,visteam,KCA
CLE201709140,10,0,2.0,3,-1.0,visteam,KCA
CLE201709140,1,1,0.0,4,-4.0,hometeam,CLE
CLE201709140,2,1,0.0,3,-3.0,hometeam,CLE
CLE201709140,3,1,2.0,3,-1.0,hometeam,CLE
CLE201709140,4,1,0.0,5,-5.0,hometeam,CLE
CLE201709140,5,1,0.0,3,-3.0,hometeam,CLE
CLE201709140,6,1,4.0,4,0.0,hometeam,CLE
CLE201709140,7,1,4.0,1,3.0,hometeam,CLE
CLE201709140,8,1,4.0,4,0.0,hometeam,CLE
CLE201709140,9,1,0.0,5,-5.0,hometeam,CLE
CLE201709140,10,1,2.0,2,0.0,hometeam,CLE
CLE201709150,1,0,2.0,4,-2.0,visteam,KCA
CLE201709150,2,0,4.0,3,1.0,visteam,KCA
CLE201709150,3,0,2.0,3,-1.0,visteam,KCA
CLE201709150,4,0,4.0,2,2.0,visteam,KCA
CLE201709150,5,0,4.0,4,0.0,visteam,KCA
CLE201709150,6,0,4.0,4,0.0,visteam,KCA
CLE201709150,7,0,0.0,3,-3.0,visteam,KCA
CLE201709150,8,0,0.0,3,-3.0,visteam,KCA
CLE201709150,9,0,6.0,1,5.0,visteam,KCA
CLE201709150,1,1,2.0,4,-2.0,hometeam,CLE
CLE201709150,2,1,6.0,0,6.0,hometeam,CLE
CLE201709150,3,1,6.0,3,3.0,hometeam,CLE
CLE201709150,4,1,0.0,3,-3.0,hometeam,CLE
CLE201709150,5,1,0.0,5,-5.0,hometeam,CLE
CLE201709150,6,1,4.0,2,2.0,hometeam,CLE
CLE201709150,7,1,4.0,3,1.0,hometeam,CLE
CLE201709150,8,1,2.0,3,-1.0,hometeam,CLE
CLE201709150,9,1,6.0,1,5.0,hometeam,CLE
CLE201709160,1,0,0.0,3,-3.0,visteam,KCA
CLE201709160,2,0,2.0,2,0.0,visteam,KCA
CLE201709160,3,0,8.0,3,5.0,visteam,KCA
CLE201709160,4,0,2.0,4,-2.0,visteam,KCA
CLE201709160,5,0,2.0,2,0.0,visteam,KCA
CLE201709160,6,0,2.0,3,-1.0,visteam,KCA
CLE201709160,7,0,2.0,5,-3.0,visteam,KCA
CLE201709160,8,0,2.0,3,-1.0,visteam,KCA
CLE201709160,9,0,2.0,2,0.0,visteam,KCA
CLE201709160,1,1,0.0,4,-4.0,hometeam,CLE
CLE201709160,2,1,0.0,6,-6.0,hometeam,CLE
CLE201709160,3,1,2.0,6,-4.0,hometeam,CLE
CLE201709160,4,1,2.0,3,-1.0,hometeam,CLE
CLE201709160,5,1,2.0,2,0.0,hometeam,CLE
CLE201709160,6,1,0.0,7,-7.0,hometeam,CLE
CLE201709160,7,1,2.0,3,-1.0,hometeam,CLE
CLE201709160,8,1,2.0,3,-1.0,hometeam,CLE
CLE201709170,1,0,2.0,2,0.0,visteam,KCA
CLE201709170,2,0,2.0,2,0.0,visteam,KCA
CLE201709170,3,0,6.0,1,5.0,visteam,KCA
CLE201709170,4,0,2.0,2,0.0,visteam,KCA
CLE201709170,5,0,4.0,2,2.0,visteam,KCA
CLE201709170,6,0,0.0,3,-3.0,visteam,KCA
CLE201709170,7,0,4.0,4,0.0,visteam,KCA
CLE201709170,8,0,4.0,5,-1.0,visteam,KCA
CLE201709170,9,0,6.0,2,4.0,visteam,KCA
CLE201709170,1,1,4.0,1,3.0,hometeam,CLE
CLE201709170,2,1,2.0,2,0.0,hometeam,CLE
CLE201709170,3,1,4.0,2,2.0,hometeam,CLE
CLE201709170,4,1,4.0,3,1.0,hometeam,CLE
CLE201709170,5,1,4.0,1,3.0,hometeam,CLE
CLE201709170,6,1,2.0,4,-2.0,hometeam,CLE
CLE201709170,7,1,2.0,4,-2.0,hometeam,CLE
CLE201709170,8,1,2.0,3,-1.0,hometeam,CLE
CLE201709260,1,0,4.0,4,0.0,visteam,MIN
CLE201709260,2,0,2.0,2,0.0,visteam,MIN
CLE201709260,3,0,0.0,6,-6.0,visteam,MIN
CLE201709260,4,0,4.0,4,0.0,visteam,MIN
CLE201709260,5,0,0.0,3,-3.0,visteam,MIN
CLE201709260,6,0,4.0,3,1.0,visteam,MIN
CLE201709260,7,0,6.0,2,4.0,visteam,MIN
CLE201709260,8,0,4.0,4,0.0,visteam,MIN
CLE201709260,9,0,2.0,4,-2.0,visteam,MIN
CLE201709260,1,1,2.0,5,-3.0,hometeam,CLE
CLE201709260,2,1,2.0,3,-1.0,hometeam,CLE
CLE201709260,3,1,4.0,6,-2.0,hometeam,CLE
CLE201709260,4,1,2.0,2,0.0,hometeam,CLE
CLE201709260,5,1,2.0,3,-1.0,hometeam,CLE
CLE201709260,6,1,4.0,3,1.0,hometeam,CLE
CLE201709260,7,1,4.0,2,2.0,hometeam,CLE
CLE201709260,8,1,0.0,3,-3.0,hometeam,CLE
CLE201709260,9,1,0.0,3,-3.0,hometeam,CLE
CLE201709270,1,0,4.0,1,3.0,visteam,MIN
CLE201709270,2,0,4.0,2,2.0,visteam,MIN
CLE201709270,3,0,6.0,1,5.0,visteam,MIN
CLE201709270,4,0,4.0,1,3.0,visteam,MIN
CLE201709270,5,0,2.0,3,-1.0,visteam,MIN
CLE201709270,6,0,0.0,3,-3.0,visteam,MIN
CLE201709270,7,0,4.0,1,3.0,visteam,MIN
CLE201709270,8,0,2.0,2,0.0,visteam,MIN
CLE201709270,9,0,6.0,5,1.0,visteam,MIN
CLE201709270,1,1,4.0,4,0.0,hometeam,CLE
CLE201709270,2,1,2.0,2,0.0,hometeam,CLE
CLE201709270,3,1,2.0,2,0.0,hometeam,CLE
CLE201709270,4,1,6.0,4,2.0,hometeam,CLE
CLE201709270,5,1,2.0,5,-3.0,hometeam,CLE
CLE201709270,6,1,4.0,3,1.0,hometeam,CLE
CLE201709270,7,1,6.0,2,4.0,hometeam,CLE
CLE201709270,8,1,2.0,3,-1.0,hometeam,CLE
CLE201709280,1,0,6.0,2,4.0,visteam,MIN
CLE201709280,2,0,4.0,2,2.0,visteam,MIN
CLE201709280,3,0,2.0,3,-1.0,visteam,MIN
CLE201709280,4,0,0.0,3,-3.0,visteam,MIN
CLE201709280,5,0,6.0,2,4.0,visteam,MIN
CLE201709280,6,0,2.0,2,0.0,visteam,MIN
CLE201709280,7,0,4.0,2,2.0,visteam,MIN
CLE201709280,8,0,4.0,1,3.0,visteam,MIN
CLE201709280,9,0,6.0,3,3.0,visteam,MIN
CLE201709280,1,1,0.0,3,-3.0,hometeam,CLE
CLE201709280,2,1,2.0,4,-2.0,hometeam,CLE
CLE201709280,3,1,0.0,4,-4.0,hometeam,CLE
CLE201709280,4,1,0.0,3,-3.0,hometeam,CLE
CLE201709280,5,1,0.0,4,-4.0,hometeam,CLE
CLE201709280,6,1,4.0,3,1.0,hometeam,CLE
CLE201709280,7,1,6.0,4,2.0,hometeam,CLE
CLE201709280,8,1,4.0,2,2.0,hometeam,CLE
CLE201709290,1,0,4.0,1,3.0,visteam,CHA
CLE201709290,2,0,0.0,3,-3.0,visteam,CHA
CLE201709290,3,0,4.0,1,3.0,visteam,CHA
CLE201709290,4,0,2.0,5,-3.0,visteam,CHA
CLE201709290,5,0,2.0,2,0.0,visteam,CHA
CLE201709290,6,0,4.0,2,2.0,visteam,CHA
CLE201709290,7,0,6.0,1,5.0,visteam,CHA
CLE201709290,8,0,2.0,3,-1.0,visteam,CHA
CLE201709290,9,0,2.0,2,0.0,visteam,CHA
CLE201709290,1,1,4.0,4,0.0,hometeam,CLE
CLE201709290,2,1,10.0,5,5.0,hometeam,CLE
CLE201709290,3,1,4.0,6,-2.0,hometeam,CLE
CLE201709290,4,1,0.0,3,-3.0,hometeam,CLE
CLE201709290,5,1,4.0,3,1.0,hometeam,CLE
CLE201709290,6,1,8.0,1,7.0,hometeam,CLE
CLE201709290,7,1,0.0,3,-3.0,hometeam,CLE
CLE201709290,8,1,6.0,2,4.0,hometeam,CLE
CLE201709300,1,0,0.0,5,-5.0,visteam,CHA
CLE201709300,2,0,0.0,3,-3.0,visteam,CHA
CLE201709300,3,0,2.0,2,0.0,visteam,CHA
CLE201709300,4,0,2.0,5,-3.0,visteam,CHA
CLE201709300,5,0,2.0,3,-1.0,visteam,CHA
CLE201709300,6,0,6.0,2,4.0,visteam,CHA
CLE201709300,7,0,2.0,3,-1.0,visteam,CHA
CLE201709300,8,0,0.0,3,-3.0,visteam,CHA
CLE201709300,9,0,0.0,3,-3.0,visteam,CHA
CLE201709300,1,1,2.0,3,-1.0,hometeam,CLE
CLE201709300,2,1,0.0,3,-3.0,hometeam,CLE
CLE201709300,3,1,2.0,3,-1.0,hometeam,CLE
CLE201709300,4,1,2.0,3,-1.0,hometeam,CLE
CLE201709300,5,1,4.0,4,0.0,hometeam,CLE
CLE201709300,6,1,2.0,2,0.0,hometeam,CLE
CLE201709300,7,1,6.0,2,4.0,hometeam,CLE
CLE201709300,8,1,4.0,2,2.0,hometeam,CLE
CLE201709300,9,1,2.0,2,0.0,hometeam,CLE
COL201704070,1,0,6.0,3,3.0,visteam,LAN
COL201704070,2,0,4.0,1,3.0,visteam,LAN
COL201704070,3,0,4.0,2,2.0,visteam,LAN
COL201704070,4,0,0.0,5,-5.0,visteam,LAN
COL201704070,5,0,2.0,2,0.0,visteam,LAN
COL201704070,6,0,0.0,3,-3.0,visteam,LAN
COL201704070,7,0,2.0,4,-2.0,visteam,LAN
COL201704070,8,0,4.0,1,3.0,visteam,LAN
COL201704070,9,0,6.0,0,6.0,visteam,LAN
COL201704070,1,1,2.0,6,-4.0,hometeam,COL
COL201704070,2,1,0.0,4,-4.0,hometeam,COL
COL201704070,3,1,4.0,1,3.0,hometeam,COL
COL201704070,4,1,2.0,2,0.0,hometeam,COL
COL201704070,5,1,6.0,3,3.0,hometeam,COL
COL201704070,6,1,2.0,2,0.0,hometeam,COL
COL201704070,7,1,2.0,2,0.0,hometeam,COL
COL201704070,8,1,6.0,0,6.0,hometeam,COL
COL201704080,1,0,0.0,3,-3.0,visteam,LAN
COL201704080,2,0,4.0,4,0.0,visteam,LAN
COL201704080,3,0,0.0,3,-3.0,visteam,LAN
COL201704080,4,0,6.0,2,4.0,visteam,LAN
COL201704080,5,0,2.0,3,-1.0,visteam,LAN
COL201704080,6,0,2.0,3,-1.0,visteam,LAN
COL201704080,7,0,4.0,2,2.0,visteam,LAN
COL201704080,8,0,2.0,4,-2.0,visteam,LAN
COL201704080,9,0,4.0,1,3.0,visteam,LAN
COL201704080,1,1,4.0,2,2.0,hometeam,COL
COL201704080,2,1,2.0,2,0.0,hometeam,COL
COL201704080,3,1,4.0,2,2.0,hometeam,COL
COL201704080,4,1,0.0,5,-5.0,hometeam,COL
COL201704080,5,1,2.0,4,-2.0,hometeam,COL
COL201704080,6,1,6.0,3,3.0,hometeam,COL
COL201704080,7,1,0.0,3,-3.0,hometeam,COL
COL201704080,8,1,2.0,3,-1.0,hometeam,COL
COL201704090,1,0,6.0,5,1.0,visteam,LAN
COL201704090,2,0,4.0,3,1.0,visteam,LAN
COL201704090,3,0,0.0,3,-3.0,visteam,LAN
COL201704090,4,0,4.0,3,1.0,visteam,LAN
COL201704090,5,0,4.0,2,2.0,visteam,LAN
COL201704090,6,0,2.0,3,-1.0,visteam,LAN
COL201704090,7,0,8.0,8,0.0,visteam,LAN
COL201704090,8,0,2.0,3,-1.0,visteam,LAN
COL201704090,9,0,2.0,5,-3.0,visteam,LAN
COL201704090,1,1,2.0,2,0.0,hometeam,COL
COL201704090,2,1,4.0,1,3.0,hometeam,COL
COL201704090,3,1,4.0,4,0.0,hometeam,COL
COL201704090,4,1,2.0,3,-1.0,hometeam,COL
COL201704090,5,1,2.0,5,-3.0,hometeam,COL
COL201704090,6,1,4.0,2,2.0,hometeam,COL
COL201704090,7,1,4.0,2,2.0,hometeam,COL
COL201704090,8,1,4.0,1,3.0,hometeam,COL
COL201704090,9,1,2.0,5,-3.0,hometeam,COL
COL201704100,1,0,0.0,4,-4.0,visteam,SDN
COL201704100,2,0,6.0,3,3.0,visteam,SDN
COL201704100,3,0,6.0,2,4.0,visteam,SDN
COL201704100,4,0,2.0,2,0.0,visteam,SDN
COL201704100,5,0,2.0,2,0.0,visteam,SDN
COL201704100,6,0,8.0,2,6.0,visteam,SDN
COL201704100,7,0,2.0,2,0.0,visteam,SDN
COL201704100,8,0,2.0,3,-1.0,visteam,SDN
COL201704100,9,0,2.0,2,0.0,visteam,SDN
COL201704100,1,1,0.0,5,-5.0,hometeam,COL
COL201704100,2,1,2.0,2,0.0,hometeam,COL
COL201704100,3,1,4.0,2,2.0,hometeam,COL
COL201704100,4,1,0.0,3,-3.0,hometeam,COL
COL201704100,5,1,0.0,3,-3.0,hometeam,COL
COL201704100,6,1,4.0,2,2.0,hometeam,COL
COL201704100,7,1,6.0,1,5.0,hometeam,COL
COL201704100,8,1,4.0,2,2.0,hometeam,COL
COL201704100,9,1,6.0,3,3.0,hometeam,COL
COL201704110,1,0,4.0,2,2.0,visteam,SDN
COL201704110,2,0,4.0,1,3.0,visteam,SDN
COL201704110,3,0,2.0,2,0.0,visteam,SDN
COL201704110,4,0,0.0,4,-4.0,visteam,SDN
COL201704110,5,0,0.0,3,-3.0,visteam,SDN
COL201704110,6,0,2.0,4,-2.0,visteam,SDN
COL201704110,7,0,2.0,4,-2.0,visteam,SDN
COL201704110,8,0,6.0,0,6.0,visteam,SDN
COL201704110,9,0,8.0,1,7.0,visteam,SDN
COL201704110,1,1,0.0,3,-3.0,hometeam,COL
COL201704110,2,1,2.0,2,0.0,hometeam,COL
COL201704110,3,1,4.0,2,2.0,hometeam,COL
COL201704110,4,1,2.0,3,-1.0,hometeam,COL
COL201704110,5,1,2.0,2,0.0,hometeam,COL
COL201704110,6,1,4.0,2,2.0,hometeam,COL
COL201704110,7,1,6.0,3,3.0,hometeam,COL
COL201704110,8,1,4.0,2,2.0,hometeam,COL
COL201704120,1,0,6.0,6,0.0,visteam,SDN
COL201704120,2,0,0.0,3,-3.0,visteam,SDN
COL201704120,3,0,4.0,1,3.0,visteam,SDN
COL201704120,4,0,0.0,3,-3.0,visteam,SDN
COL201704120,5,0,2.0,5,-3.0,visteam,SDN
COL201704120,6,0,2.0,2,0.0,visteam,SDN
COL201704120,7,0,2.0,3,-1.0,visteam,SDN
COL201704120,8,0,6.0,1,5.0,visteam,SDN
COL201704120,9,0,0.0,3,-3.0,visteam,SDN
COL201704120,1,1,2.0,4,-2.0,hometeam,COL
COL201704120,2,1,2.0,2,0.0,hometeam,COL
COL201704120,3,1,4.0,2,2.0,hometeam,COL
COL201704120,4,1,4.0,2,2.0,hometeam,COL
COL201704120,5,1,0.0,4,-4.0,hometeam,COL
COL201704120,6,1,4.0,2,2.0,hometeam,COL
COL201704120,7,1,0.0,3,-3.0,hometeam,COL
COL201704120,8,1,4.0,2,2.0,hometeam,COL
COL201704120,9,1,6.0,1,5.0,hometeam,COL
COL201704210,1,0,0.0,3,-3.0,visteam,SFN
COL201704210,2,0,2.0,9,-7.0,visteam,SFN
COL201704210,3,0,0.0,4,-4.0,visteam,SFN
COL201704210,4,0,2.0,2,0.0,visteam,SFN
COL201704210,5,0,4.0,3,1.0,visteam,SFN
COL201704210,6,0,4.0,1,3.0,visteam,SFN
COL201704210,7,0,2.0,5,-3.0,visteam,SFN
COL201704210,8,0,2.0,6,-4.0,visteam,SFN
COL201704210,9,0,4.0,1,3.0,visteam,SFN
COL201704210,1,1,0.0,3,-3.0,hometeam,COL
COL201704210,2,1,4.0,2,2.0,hometeam,COL
COL201704210,3,1,0.0,4,-4.0,hometeam,COL
COL201704210,4,1,6.0,7,-1.0,hometeam,COL
COL201704210,5,1,0.0,4,-4.0,hometeam,COL
COL201704210,6,1,2.0,2,0.0,hometeam,COL
COL201704210,7,1,8.0,2,6.0,hometeam,COL
COL201704210,8,1,2.0,3,-1.0,hometeam,COL
COL201704220,1,0,0.0,4,-4.0,visteam,SFN
COL201704220,2,0,0.0,3,-3.0,visteam,SFN
COL201704220,3,0,2.0,3,-1.0,visteam,SFN
COL201704220,4,0,2.0,2,0.0,visteam,SFN
COL201704220,5,0,2.0,3,-1.0,visteam,SFN
COL201704220,6,0,4.0,2,2.0,visteam,SFN
COL201704220,7,0,0.0,3,-3.0,visteam,SFN
COL201704220,8,0,8.0,4,4.0,visteam,SFN
COL201704220,9,0,2.0,2,0.0,visteam,SFN
COL201704220,1,1,8.0,3,5.0,hometeam,COL
COL201704220,2,1,0.0,4,-4.0,hometeam,COL
COL201704220,3,1,2.0,3,-1.0,hometeam,COL
COL201704220,4,1,10.0,4,6.0,hometeam,COL
COL201704220,5,1,2.0,2,0.0,hometeam,COL
COL201704220,6,1,4.0,1,3.0,hometeam,COL
COL201704220,7,1,2.0,3,-1.0,hometeam,COL
COL201704220,8,1,8.0,7,1.0,hometeam,COL
COL201704230,1,0,2.0,2,0.0,visteam,SFN
COL201704230,2,0,0.0,3,-3.0,visteam,SFN
COL201704230,3,0,0.0,3,-3.0,visteam,SFN
COL201704230,4,0,0.0,4,-4.0,visteam,SFN
COL201704230,5,0,0.0,5,-5.0,visteam,SFN
COL201704230,6,0,4.0,3,1.0,visteam,SFN
COL201704230,7,0,2.0,4,-2.0,visteam,SFN
COL201704230,8,0,2.0,2,0.0,visteam,SFN
COL201704230,9,0,2.0,3,-1.0,visteam,SFN
COL201704230,1,1,2.0,4,-2.0,hometeam,COL
COL201704230,2,1,0.0,3,-3.0,hometeam,COL
COL201704230,3,1,4.0,2,2.0,hometeam,COL
COL201704230,4,1,6.0,2,4.0,hometeam,COL
COL201704230,5,1,4.0,2,2.0,hometeam,COL
