1,10,2,3,4,5,6,7,8,9,game_id,home_away
porcr001,ramih003,vazqc001,morem001,nunee002,dever001,bogax001,benia002,bradj001,bettm001,BOS201708030,home
gonzm003,sancc001,narvo001,abrej003,moncy001,salat001,andet001,delmn001,engea001,garcl004,BOS201708030,away
rodre004,younc004,vazqc001,ramih003,nunee002,dever001,bogax001,benia002,bradj001,bettm001,BOS201708040,home
rodoc001,salat001,smitk002,abrej003,moncy001,sancc001,andet001,delmn001,engea001,garcl004,BOS201708040,away
pomed001,younc004,vazqc001,morem001,holtb002,dever001,nunee002,benia002,bradj001,bettm001,BOS201708050,home
shiej002,hansa001,smitk002,abrej003,moncy001,salat001,andet001,delmn001,engea001,garcl004,BOS201708050,away
fistd001,nunee002,leons001,morem001,holtb002,dever001,bogax001,benia002,bradj001,younc004,BOS201708060,home
pelfm001,salat001,narvo001,abrej003,moncy001,sancc001,andet001,delmn001,garcl004,hansa001,BOS201708060,away
fistd001,nunee002,vazqc001,morem001,holtb002,dever001,bogax001,benia002,bradj001,bettm001,BOS201708140,home
bauet001,encae001,perer003,santc002,kipnj001,ramij003,lindf001,almoa001,zimmb001,brucj001,BOS201708140,away
porcr001,ramih003,leons001,morem001,nunee002,dever001,bogax001,benia002,bradj001,bettm001,BOS201708150,home
leakm001,martj008,moliy001,carpm002,wongk001,gyorj001,dejop001,phamt001,fowld001,gricr001,BOS201708150,away
rodre004,ramih003,vazqc001,morem001,nunee002,dever001,bogax001,benia002,bradj001,bettm001,BOS201708160,home
lynnl001,voitl001,moliy001,carpm002,wongk001,gyorj001,dejop001,phamt001,fowld001,gricr001,BOS201708160,away
pomed001,younc004,vazqc001,ramih003,nunee002,dever001,bogax001,benia002,bradj001,bettm001,BOS201708180,home
montj004,sancg002,romia002,headc001,torrr001,frazt001,gregd001,gardb001,hicka001,judga001,BOS201708180,away
salec001,younc004,leons001,ramih003,nunee002,dever001,bogax001,benia002,bradj001,bettm001,BOS201708190,home
sabac001,austt001,sancg002,headc001,torrr001,frazt001,gregd001,gardb001,hicka001,judga001,BOS201708190,away
porcr001,ramih003,leons001,morem001,holtb002,dever001,bogax001,benia002,bradj001,bettm001,BOS201708200,home
grays001,austt001,sancg002,headc001,torrr001,frazt001,gregd001,gardb001,hicka001,judga001,BOS201708200,away
porcr001,younc004,leons001,morem001,nunee002,dever001,bogax001,benia002,davir003,bettm001,BOS201708250,home
hellj001,trumm001,castw002,davic003,schoj001,machm001,beckt001,manct001,jonea003,smits002,BOS201708250,away
rodre004,ramih003,vazqc001,morem001,nunee002,dever001,bogax001,younc004,benia002,bettm001,BOS201708260,home
gausk001,trumm001,josec002,davic003,schoj001,machm001,beckt001,manct001,jonea003,gentc001,BOS201708260,away
fistd001,younc004,leons001,ramih003,nunee002,dever001,bogax001,benia002,davir003,bettm001,BOS201708270,home
milew001,trumm001,castw002,davic003,schoj001,machm001,beckt001,manct001,jonea003,smits002,BOS201708270,away
porcr001,ramih003,vazqc001,travs001,marrd001,nunee002,bogax001,younc004,benia002,bettm001,BOS201709040,home
happj001,morak001,loper002,smoaj001,barnd001,donaj001,goinr001,pears001,pillk001,bautj002,BOS201709040,away
rodre004,ramih003,vazqc001,morem001,pedrd001,nunee002,bogax001,benia002,bradj001,bettm001,BOS201709050,home
estrm001,morak001,maill001,pears001,barnd001,donaj001,urenr001,hernt002,pillk001,bautj002,BOS201709050,away
fistd001,pedrd001,leons001,morem001,nunee002,dever001,bogax001,benia002,bradj001,bettm001,BOS201709060,home
biagj001,morak001,montm001,smoaj001,goinr001,barnd001,urenr001,saunm001,hernt002,carre001,BOS201709060,away
pomed001,ramih003,vazqc001,morem001,pedrd001,dever001,bogax001,benia002,bradj001,bettm001,BOS201709080,home
archc001,dudal001,sucrj001,morrl001,millb002,longe001,hecha001,dickc002,kierk001,souzs001,BOS201709080,away
salec001,ramih003,leons001,morem001,pedrd001,dever001,nunee002,benia002,bradj001,bettm001,BOS201709090,home
andrm001,plout001,ramow001,morrl001,espid001,longe001,hecha001,puelc001,kierk001,bourp001,BOS201709090,away
porcr001,morem001,vazqc001,travs001,holtb002,dever001,bogax001,benia002,bradj001,bettm001,BOS201709100,home
cobba001,morrl001,ramow001,dudal001,millb002,longe001,hecha001,dickc002,kierk001,smitm007,BOS201709100,away
rodre004,ramih003,vazqc001,travs001,pedrd001,dever001,bogax001,younc004,bradj001,bettm001,BOS201709120,home
manas001,healr001,garnd001,olsom001,lowrj001,chapm001,semim001,davik003,canhm001,pindc001,BOS201709120,away
fistd001,ramih003,leons001,morem001,pedrd001,dever001,bogax001,benia002,bradj001,bettm001,BOS201709130,home
cottj001,davik003,maxwb001,olsom001,lowrj001,chapm001,semim001,joycm001,poweb002,pindc001,BOS201709130,away
pomed001,pedrd001,vazqc001,morem001,holtb002,dever001,bogax001,benia002,bradj001,bettm001,BOS201709140,home
gossd001,healr001,phegj001,olsom001,lowrj001,chapm001,semim001,nuner001,canhm001,pindc001,BOS201709140,away
pomed001,nunee002,vazqc001,ramih003,marrd001,dever001,bogax001,younc004,bradj001,bettm001,BOS201709250,home
andeb004,morak001,maill001,smoaj001,barnd001,donaj001,goinr001,hernt002,pillk001,bautj002,BOS201709250,away
salec001,ramih003,leons001,travs001,marrd001,dever001,bogax001,benia002,bradj001,younc004,BOS201709260,home
happj001,morak001,martr004,smoaj001,barnd001,donaj001,urenr001,hernt002,pillk001,bautj002,BOS201709260,away
porcr001,ramih003,vazqc001,morem001,pedrd001,dever001,bogax001,benia002,bradj001,davir003,BOS201709270,home
estrm001,morak001,martr004,smoaj001,barnd001,donaj001,goinr001,hernt002,pillk001,bautj002,BOS201709270,away
rodre004,ramih003,vazqc001,morem001,pedrd001,dever001,bogax001,benia002,bradj001,bettm001,BOS201709280,home
peacb001,gatte001,mccab002,gurry001,altuj001,brega001,corrc001,gonzm002,maybc001,sprig001,BOS201709280,away
fistd001,ramih003,leons001,morem001,pedrd001,dever001,bogax001,benia002,davir003,bettm001,BOS201709290,home
mortc002,beltc001,gatte001,gurry001,altuj001,brega001,corrc001,gonzm002,sprig001,fishd001,BOS201709290,away
pomed001,ramih003,vazqc001,morem001,holtb002,dever001,bogax001,benia002,bradj001,bettm001,BOS201709300,home
mccul002,gatte001,mccab002,gurry001,altuj001,brega001,corrc001,fishd001,sprig001,maybc001,BOS201709300,away
quinj001,aschc001,narvo001,abrej003,salat001,frazt001,andet001,cabrm002,may-j001,garca003,CHA201704040,home
verlj001,martv001,mccaj001,cabrm001,kinsi001,castn001,iglej001,uptoj001,jonej006,mahtm001,CHA201704040,away
shiej002,davim005,sotog001,abrej003,salat001,frazt001,andet001,cabrm002,may-j001,garca003,CHA201704060,home
boydm001,martv001,mccaj001,cabrm001,kinsi001,castn001,iglej001,uptoj001,jonej006,collt002,CHA201704060,away
holld003,aschc001,sotog001,abrej003,salat001,frazt001,andet001,cabrm002,garcl004,garca003,CHA201704070,home
hughp001,grosr001,gimec001,sanom001,dozib001,escoe001,polaj001,rosae001,buxtb001,keplm001,CHA201704070,away
gonzm003,davim005,sotog001,abrej003,salat001,frazt001,andet001,cabrm002,may-j001,garca003,CHA201704080,home
mejia001,escoe001,castj006,mauej001,dozib001,sanom001,polaj001,rosae001,buxtb001,keplm001,CHA201704080,away
quinj001,aschc001,narvo001,abrej003,sancc001,frazt001,andet001,cabrm002,may-j001,garca003,CHA201704090,home
sante001,grosr001,castj006,mauej001,dozib001,sanom001,polaj001,rosae001,buxtb001,keplm001,CHA201704090,away
quinj001,aschc001,narvo001,abrej003,sancc001,frazt001,andet001,cabrm002,may-j001,garca003,CHA201704210,home
klubc001,encae001,gomey001,santc002,kipnj001,ramij003,lindf001,branm003,jacka001,guyeb001,CHA201704210,away
pelfm001,abrej003,sotog001,aschc001,salat001,frazt001,andet001,cabrm002,garcl004,garca003,CHA201704220,home
carrc003,encae001,gomey001,santc002,kipnj001,ramij003,lindf001,branm003,chisl001,almoa001,CHA201704220,away
holld003,cabrm002,narvo001,abrej003,salat001,frazt001,andet001,may-j001,garcl004,garca003,CHA201704230,home
salad001,encae001,perer003,santc002,martm003,ramij003,lindf001,guyeb001,jacka001,almoa001,CHA201704230,away
gonzm003,davim005,sotog001,abrej003,salat001,frazt001,andet001,cabrm002,garcl004,garca003,CHA201704240,home
vargj001,mossb001,peres002,hosme001,merrw001,mousm001,escoa003,gorda001,cainl001,bonij002,CHA201704240,away
coved001,frazt001,narvo001,abrej003,sancc001,davim005,andet001,cabrm002,garcl004,garca003,CHA201704250,home
duffd001,mossb001,peres002,hosme001,coloc002,mousm001,escoa003,gorda001,cainl001,bonij002,CHA201704250,away
quinj001,davim005,sotog001,abrej003,salat001,frazt001,andet001,cabrm002,garcl004,garca003,CHA201704260,home
karnn001,mousm001,peres002,hosme001,merrw001,cuthc001,escoa003,gorda001,cainl001,bonij002,CHA201704260,away
pelfm001,davim005,narvo001,abrej003,salat001,frazt001,andet001,cabrm002,garcw001,garca003,CHA201705090,home
santh001,vargk001,castj006,mauej001,adrie001,escoe001,polaj001,rosae001,buxtb001,keplm001,CHA201705090,away
holld003,frazt001,narvo001,abrej003,salat001,davim005,andet001,cabrm002,garcl004,garca003,CHA201705110,home
hughp001,escoe001,gimec001,mauej001,dozib001,sanom001,polaj001,rosae001,buxtb001,grosr001,CHA201705110,away
gonzm003,davim005,narvo001,abrej003,sancc001,frazt001,garcl004,cabrm002,garcw001,garca003,CHA201705120,home
chacj001,myerw001,hedga001,solay001,spanc001,schir001,aybae001,corda001,szczm001,renfh001,CHA201705120,away
coved001,davim005,smitk002,abrej003,sancc001,frazt001,salat001,cabrm002,garcl004,garca003,CHA201705130,home
cahit001,renfh001,hedga001,myerw001,solay001,schir001,aybae001,corda001,margm001,szczm001,CHA201705130,away
quinj001,abrej003,narvo001,davim005,sancc001,frazt001,salat001,garcw001,garcl004,garca003,CHA201705140,home
weavj003,hedga001,torrl001,myerw001,solay001,spanc001,sardl001,szczm001,margm001,renfh001,CHA201705140,away
pelfm001,frazt001,smitk002,abrej003,salat001,davim005,andet001,cabrm002,garcl004,garca003,CHA201705260,home
boydm001,martv001,avila001,hickj001,romia001,castn001,iglej001,uptoj001,collt002,martj006,CHA201705260,away
danit001,davim005,narvo001,abrej003,sancc001,frazt001,andet001,cabrm002,garcl004,garca003,CHA201705271,home
fulmm001,martv001,avila001,cabrm001,romia001,castn001,iglej001,uptoj001,jonej006,collt002,CHA201705271,away
holld003,cabrm002,smitk002,abrej003,sancc001,davim005,andet001,garcl004,engea001,garca003,CHA201705272,home
farmb001,martv001,hickj001,cabrm001,romia001,castn001,machd001,uptoj001,jonej006,martj006,CHA201705272,away
gonzm003,davim005,narvo001,abrej003,sancc001,frazt001,andet001,cabrm002,garcl004,garcw001,CHA201705280,home
zimmj003,martv001,avila001,cabrm001,romia001,castn001,iglej001,uptoj001,presa001,martj006,CHA201705280,away
holmd002,frazt001,smitk002,abrej003,sancc001,davim005,andet001,cabrm002,engea001,garca003,CHA201705290,home
pricd001,ramih003,vazqc001,travs001,pedrd001,marrd001,bogax001,younc004,bradj001,bettm001,CHA201705290,away
quinj001,davim005,smitk002,abrej003,sancc001,frazt001,andet001,cabrm002,garcl004,garca003,CHA201705300,home
salec001,ramih003,leons001,travs001,rutlj001,marrd001,bogax001,younc004,bradj001,bettm001,CHA201705300,away
pelfm001,davim005,smitk002,abrej003,sancc001,frazt001,andet001,cabrm002,garcl004,garca003,CHA201705310,home
pomed001,sandp001,vazqc001,morem001,rutlj001,marrd001,bogax001,benia002,bradj001,bettm001,CHA201705310,away
pelfm001,davim005,smitk002,abrej003,sancc001,frazt001,andet001,cabrm002,garcw001,garca003,CHA201706120,home
milew001,trumm001,castw002,davic003,schoj001,machm001,hardj003,manct001,jonea003,smits002,CHA201706120,away
holld003,frazt001,narvo001,abrej003,hansa001,davim005,sancc001,cabrm002,garcw001,garca003,CHA201706130,home
ashea001,castw002,josec002,manct001,schoj001,machm001,hardj003,rickj001,jonea003,trumm001,CHA201706130,away
gonzm003,davim005,narvo001,abrej003,sancc001,frazt001,andet001,cabrm002,garcw001,garca003,CHA201706140,home
bundd001,washd001,castw002,manct001,schoj001,machm001,hardj003,kim-h001,jonea003,trumm001,CHA201706140,away
holmd002,davim005,smitk002,abrej003,sancc001,frazt001,andet001,cabrm002,garcw001,garca003,CHA201706150,home
tillc001,castw002,josec002,manct001,schoj001,machm001,tejar001,rickj001,jonea003,trumm001,CHA201706150,away
pelfm001,davim005,smitk002,abrej003,sancc001,frazt001,andet001,cabrm002,engea001,garca003,CHA201706230,home
cottj001,davik003,maxwb001,alony001,lowrj001,healr001,pindc001,joycm001,brugj001,olsom001,CHA201706230,away
shiej002,davim005,smitk002,abrej003,sancc001,frazt001,andet001,cabrm002,hansa001,garca003,CHA201706240,home
gossd001,joycm001,maxwb001,alony001,barrf001,healr001,rosaa001,davik003,brugj001,olsom001,CHA201706240,away
holld003,frazt001,narvo001,abrej003,hansa001,davim005,andet001,cabrm002,engea001,garca003,CHA201706250,home
grays001,davik003,phegj001,alony001,barrf001,healr001,rosaa001,davir003,brugj001,olsom001,CHA201706250,away
holmd002,abrej003,smitk002,davim005,sancc001,frazt001,andet001,cabrm002,engea001,garca003,CHA201706260,home
montj004,sancg002,romia002,austt001,casts001,headc001,torrr001,gardb001,ellsj001,judga001,CHA201706260,away
quinj001,davim005,smitk002,abrej003,sancc001,frazt001,andet001,cabrm002,engea001,garca003,CHA201706270,home
sevel001,austt001,sancg002,romia002,torrr001,headc001,gregd001,refsr001,ellsj001,judga001,CHA201706270,away
rodoc001,davim005,narvo001,abrej003,sancc001,frazt001,andet001,cabrm002,engea001,garca003,CHA201706280,home
tanam001,andum001,sancg002,romia002,torrr001,headc001,gregd001,wadet002,gardb001,judga001,CHA201706280,away
shiej002,smitk002,narvo001,abrej003,hansa001,frazt001,sancc001,cabrm002,engea001,garcw001,CHA201706290,home
cessl001,judga001,sancg002,romia002,wadet002,torrr001,gregd001,gardb001,ellsj001,fowld002,CHA201706290,away
pelfm001,smitk002,narvo001,abrej003,hansa001,frazt001,sancc001,cabrm002,engea001,garcw001,CHA201706300,home
bibea001,napom001,lucrj001,gallj002,odorr001,belta001,andre001,mazan001,gomec002,choos001,CHA201706300,away
holld003,davim005,narvo001,abrej003,sancc001,frazt001,andet001,cabrm002,engea001,garcw001,CHA201707010,home
hamec001,lucrj001,chirr001,napom001,odorr001,belta001,andre001,deshd002,gomec002,mazan001,CHA201707010,away
quinj001,abrej003,smitk002,frazt001,sancc001,davim005,andet001,cabrm002,engea001,hansa001,CHA201707020,home
rosst001,lucrj001,chirr001,napom001,kozmp001,belta001,andre001,deshd002,gomec002,choos001,CHA201707020,away
shiej002,davim005,smitk002,abrej003,salat001,frazt001,andet001,cabrm002,engea001,garca003,CHA201707140,home
paxtj001,cruzn002,zunim001,valed001,canor001,seagk001,seguj002,gameb001,dysoj001,hanim001,CHA201707140,away
pelfm001,davim005,smitk002,abrej003,salat001,frazt001,andet001,cabrm002,engea001,garca003,CHA201707150,home
hernf002,cruzn002,ruizc001,valed001,canor001,seagk001,seguj002,gameb001,dysoj001,hanim001,CHA201707150,away
holld003,davim005,narvo001,abrej003,sancc001,frazt001,andet001,cabrm002,hansa001,garca003,CHA201707160,home
moora002,cruzn002,zunim001,valed001,canor001,seagk001,seguj002,mottt001,hereg002,gameb001,CHA201707160,away
gonzm003,sancc001,smitk002,abrej003,salat001,davim005,andet001,cabrm002,engea001,garca003,CHA201707180,home
kersc001,utlec001,grany001,bellc002,forsl001,turnj001,seagc001,taylc001,pedej001,puigy001,CHA201707180,away
rodoc001,sancc001,narvo001,abrej003,moncy001,davim005,andet001,cabrm002,hansa001,garca003,CHA201707190,home
maedk001,turnj001,barna001,bellc002,forsl001,herne001,seagc001,taylc001,thomt002,puigy001,CHA201707190,away
shiej002,davim005,narvo001,abrej003,moncy001,sancc001,andet001,cabrm002,engea001,hansa001,CHA201707260,home
arrij001,schwk001,carav001,rizza001,zobrb001,bryak001,russa002,jay-j001,happi001,heywj001,CHA201707260,away
pelfm001,salat001,smitk002,abrej003,moncy001,davim005,andet001,cabrm002,engea001,garcw001,CHA201707270,home
lestj001,schwk001,contw001,rizza001,zobrb001,bryak001,russa002,jay-j001,almoa002,heywj001,CHA201707270,away
holld003,davim005,narvo001,abrej003,moncy001,sancc001,andet001,cabrm002,engea001,hansa001,CHA201707280,home
salad001,encae001,gomey001,santc002,ramij003,urshg001,lindf001,branm003,jacka001,guyeb001,CHA201707280,away
gonzm003,sancc001,narvo001,abrej003,moncy001,davim005,andet001,cabrm002,engea001,hansa001,CHA201707290,home
klubc001,encae001,gomey001,santc002,gonze004,ramij003,lindf001,branm003,zimmb001,jacka001,CHA201707290,away
rodoc001,abrej003,smitk002,davim005,moncy001,salat001,andet001,garcl004,engea001,garcw001,CHA201707300,home
tomlj001,encae001,perer003,santc002,ramij003,urshg001,lindf001,jacka001,zimmb001,guyeb001,CHA201707300,away
shiej002,salat001,smitk002,abrej003,moncy001,davim005,andet001,garcl004,engea001,garcw001,CHA201707310,home
estrm001,morak001,martr004,smoaj001,barnd001,donaj001,goinr001,pears001,pillk001,bautj002,CHA201707310,away
pelfm001,davim005,narvo001,abrej003,sancc001,salat001,andet001,delmn001,garcl004,hansa001,CHA201708010,home
strom001,morak001,martr004,smoaj001,barnd001,donaj001,goinr001,pears001,pillk001,bautj002,CHA201708010,away
holld003,hansa001,smitk002,abrej003,sancc001,salat001,andet001,delmn001,engea001,garcl004,CHA201708020,home
happj001,morak001,montm001,smoaj001,refsr001,donaj001,barnd001,pears001,pillk001,bautj002,CHA201708020,away
holld003,delmn001,smitk002,abrej003,moncy001,salat001,andet001,garcl004,engea001,garca003,CHA201708080,home
keucd001,beltc001,mccab002,gurry001,altuj001,davij006,brega001,gonzm002,marij002,reddj001,CHA201708080,away
gonzm003,delmn001,narvo001,abrej003,moncy001,sancc001,andet001,garcl004,engea001,garca003,CHA201708090,home
mchuc001,beltc001,mccab002,gurry001,altuj001,brega001,gonzm002,fishd001,sprig001,reddj001,CHA201708090,away
rodoc001,delmn001,narvo001,abrej003,moncy001,sancc001,andet001,garcl004,engea001,garca003,CHA201708100,home
peacb001,sprig001,centj001,gurry001,altuj001,davij006,brega001,gonzm002,marij002,reddj001,CHA201708100,away
loper003,salat001,smitk002,abrej003,moncy001,sancc001,andet001,delmn001,engea001,garcl004,CHA201708110,home
duffd001,mousm001,buted001,hosme001,merrw001,cuthc001,escoa003,gorda001,cainl001,cabrm002,CHA201708110,away
shiej002,delmn001,narvo001,abrej003,moncy001,sancc001,andet001,garcl004,engea001,garca003,CHA201708120,home
kenni001,mossb001,buted001,hosme001,merrw001,mousm001,escoa003,gorda001,cainl001,cabrm002,CHA201708120,away
holld003,delmn001,smitk002,abrej003,moncy001,salat001,andet001,garcl004,engea001,garca003,CHA201708130,home
vargj001,mousm001,buted001,hosme001,merrw001,cuthc001,escoa003,cabrm002,cainl001,bonij002,CHA201708130,away
rodoc001,delmn001,narvo001,abrej003,moncy001,sancc001,andet001,garcl004,engea001,garca003,CHA201708211,home
melvt001,mauej001,gimec001,garvm001,dozib001,escoe001,polaj001,rosae001,buxtb001,keplm001,CHA201708211,away
fulmc001,abrej003,smitk002,delmn001,hansa001,sancc001,salat001,garcl004,engea001,garca003,CHA201708212,home
gee-d001,vargk001,castj006,mauej001,dozib001,escoe001,polaj001,adrie001,buxtb001,rosae001,CHA201708212,away
gioll001,delmn001,narvo001,abrej003,moncy001,sancc001,andet001,garcl004,engea001,garca003,CHA201708220,home
gibsk002,vargk001,castj006,mauej001,dozib001,escoe001,polaj001,adrie001,buxtb001,rosae001,CHA201708220,away
shiej002,delmn001,smitk002,abrej003,moncy001,sancc001,andet001,hansa001,garcl004,garca003,CHA201708230,home
sante001,vargk001,castj006,mauej001,dozib001,escoe001,polaj001,rosae001,buxtb001,keplm001,CHA201708230,away
holld003,smitk002,narvo001,abrej003,moncy001,sancc001,andet001,delmn001,engea001,garcl004,CHA201708240,home
berrj001,escoe001,gimec001,garvm001,dozib001,adrie001,polaj001,granz001,buxtb001,rosae001,CHA201708240,away
gonzm003,narvo001,smitk002,abrej003,sancc001,salat001,andet001,hansa001,engea001,garca003,CHA201708250,home
verlj001,martv001,mccaj001,cabrm001,kinsi001,machd001,iglej001,uptoj001,romia001,presa001,CHA201708250,away
rodoc001,davim005,narvo001,abrej003,sancc001,salat001,andet001,hansa001,engea001,garca003,CHA201708260,home
farmb001,martv001,mccaj001,cabrm001,kinsi001,machd001,iglej001,uptoj001,mahtm001,romia001,CHA201708260,away
gioll001,salat001,smitk002,abrej003,sancc001,davim005,andet001,garcl004,engea001,garca003,CHA201708270,home
boydm001,castn001,hickj001,cabrm001,kinsi001,romia001,iglej001,uptoj001,jonej006,mahtm001,CHA201708270,away
loper003,salat001,smitk002,davim005,garcl004,sancc001,andet001,hansa001,engea001,garca003,CHA201709010,home
snelb001,dudal001,ramow001,morrl001,millb002,longe001,hecha001,dickc002,kierk001,souzs001,CHA201709010,away
rodoc001,branr002,narvo001,davim005,hansa001,sancc001,andet001,lirir001,engea001,garca003,CHA201709020,home
archc001,souzs001,sucrj001,morrl001,espid001,longe001,hecha001,puelc001,kierk001,bourp001,CHA201709020,away
gioll001,abrej003,smitk002,davim005,hansa001,sancc001,andet001,lirir001,engea001,garca003,CHA201709030,home
andrm001,morrl001,ramow001,dudal001,millb002,longe001,hecha001,dickc002,kierk001,souzs001,CHA201709030,away
shiej002,abrej003,narvo001,davim005,hansa001,sancc001,andet001,lirir001,engea001,garca003,CHA201709040,home
bauet001,mejif001,perer003,santc002,ramij003,diazy001,lindf001,almoa001,jacka001,chisl001,CHA201709040,away
holmd002,abrej003,branr002,davim005,moncy001,sancc001,andet001,lirir001,engea001,garca003,CHA201709050,home
salad001,encae001,gomey001,santc002,ramij003,diazy001,lindf001,jacka001,alleg002,guyeb001,CHA201709050,away
loper003,abrej003,smitk002,davim005,hansa001,sancc001,salat001,delmn001,engea001,garca003,CHA201709060,home
carrc003,encae001,perer003,santc002,ramij003,diazy001,lindf001,almoa001,naqut001,chisl001,CHA201709060,away
pelfm001,davim005,narvo001,abrej003,moncy001,sancc001,salat001,delmn001,engea001,garca003,CHA201709070,home
klubc001,encae001,gomey001,santc002,gonze004,diazy001,lindf001,jacka001,zimmb001,chisl001,CHA201709070,away
gioll001,salat001,smitk002,abrej003,moncy001,davim005,andet001,delmn001,engea001,garca003,CHA201709080,home
moorm003,poseb001,hundn001,joner005,panij002,sandp001,crawb001,willm008,spand001,pench001,CHA201709080,away
shiej002,branr002,narvo001,abrej003,moncy001,sancc001,andet001,delmn001,engea001,garca003,CHA201709090,home
samaj001,poseb001,hundn001,joner005,panij002,sandp001,crawb001,slata001,spand001,pench001,CHA201709090,away
fulmc001,davim005,smitk002,abrej003,moncy001,sancc001,andet001,lirir001,engea001,garca003,CHA201709100,home
bumgm001,parkj002,poseb001,joner005,panij002,sandp001,crawb001,herng001,spand001,willm008,CHA201709100,away
loper003,davim005,narvo001,abrej003,moncy001,sancc001,andet001,delmn001,engea001,garca003,CHA201709220,home
hammj002,mossb001,peres002,hosme001,merrw001,mousm001,escoa003,gorda001,cainl001,cabrm002,CHA201709220,away
coved001,abrej003,smitk002,davim005,moncy001,sancc001,andet001,garcw001,engea001,garca003,CHA201709230,home
duffd001,mossb001,peres002,hosme001,merrw001,mousm001,escoa003,gorda001,cainl001,cabrm002,CHA201709230,away
gioll001,garca003,smitk002,davim005,moncy001,sancc001,andet001,delmn001,engea001,hansa001,CHA201709240,home
kenni001,mousm001,peres002,hosme001,merrw001,cuthc001,escoa003,gorda001,cainl001,cabrm002,CHA201709240,away
shiej002,lirir001,narvo001,davim005,sancc001,salat001,andet001,delmn001,engea001,garca003,CHA201709250,home
nolar001,pujoa001,maldm001,cronc002,philb001,valbl001,simma001,uptoj001,troum001,calhk001,CHA201709250,away
volsc001,branr002,smitk002,abrej003,moncy001,sancc001,andet001,delmn001,engea001,garca003,CHA201709260,home
bridp001,pujoa001,maldm001,cronc002,philb001,valbl001,simma001,uptoj001,troum001,calhk001,CHA201709260,away
loper003,garca003,narvo001,abrej003,moncy001,salat001,andet001,delmn001,engea001,garcw001,CHA201709270,home
richg002,pujoa001,maldm001,cronc002,philb001,valbl001,simma001,uptoj001,troum001,calhk001,CHA201709270,away
carrc003,santc002,gomey001,encae001,ramij003,diazy001,lindf001,branm003,naqut001,almoa001,CLE201704110,home
shiej002,aschc001,sotog001,abrej003,salat001,frazt001,andet001,cabrm002,may-j001,garca003,CLE201704110,away
salad001,encae001,perer003,santc002,ramij003,diazy001,lindf001,branm003,jacka001,guyeb001,CLE201704120,home
holld003,aschc001,narvo001,abrej003,salat001,davim005,andet001,cabrm002,garcl004,garca003,CLE201704120,away
tomlj001,encae001,gomey001,santc002,ramij003,diazy001,lindf001,branm003,chisl001,almoa001,CLE201704130,home
gonzm003,aschc001,narvo001,abrej003,sancc001,davim005,andet001,cabrm002,garcl004,garca003,CLE201704130,away
bauet001,encae001,perer003,santc002,ramij003,diazy001,lindf001,guyeb001,jacka001,almoa001,CLE201704140,home
norrd002,martv001,avila001,cabrm001,kinsi001,castn001,iglej001,uptoj001,jonej006,collt002,CLE201704140,away
klubc001,santc002,gomey001,encae001,ramij003,diazy001,lindf001,branm003,chisl001,almoa001,CLE201704150,home
verlj001,martv001,mccaj001,cabrm001,kinsi001,castn001,iglej001,uptoj001,romia001,collt002,CLE201704150,away
carrc003,encae001,gomey001,santc002,ramij003,diazy001,lindf001,branm003,jacka001,guyeb001,CLE201704160,home
boydm001,martv001,avila001,cabrm001,kinsi001,castn001,iglej001,uptoj001,romia001,collt002,CLE201704160,away
tomlj001,encae001,gomey001,santc002,kipnj001,ramij003,lindf001,branm003,jacka001,guyeb001,CLE201704250,home
keucd001,gatte001,mccab002,gurry001,altuj001,brega001,corrc001,beltc001,reddj001,aokin001,CLE201704250,away
bauet001,encae001,perer003,santc002,kipnj001,ramij003,lindf001,branm003,chisl001,almoa001,CLE201704260,home
mccul002,gatte001,mccab002,gurry001,gonzm002,brega001,corrc001,beltc001,reddj001,aokin001,CLE201704260,away
klubc001,encae001,gomey001,santc002,kipnj001,ramij003,lindf001,branm003,chisl001,almoa001,CLE201704270,home
fierm001,mccab002,gatte001,gurry001,gonzm002,brega001,corrc001,kempt001,reddj001,aokin001,CLE201704270,away
carrc003,encae001,gomey001,santc002,kipnj001,ramij003,lindf001,guyeb001,jacka001,almoa001,CLE201704280,home
miraa002,voged001,zunim001,mottt001,canor001,seagk001,seguj002,hereg002,dysoj001,gameb001,CLE201704280,away
salad001,encae001,gomey001,santc002,kipnj001,ramij003,lindf001,branm003,chisl001,almoa001,CLE201704290,home
gally001,cruzn002,zunim001,valed001,canor001,seagk001,seguj002,hereg002,dysoj001,gameb001,CLE201704290,away
tomlj001,encae001,perer003,santc002,kipnj001,ramij003,lindf001,branm003,chisl001,almoa001,CLE201704300,home
dejoc001,cruzn002,ruizc001,voged001,canor001,seagk001,seguj002,poweb002,hereg002,gameb001,CLE201704300,away
tomlj001,encae001,gomey001,santc002,kipnj001,ramij003,lindf001,branm003,chisl001,guyeb001,CLE201705120,home
sante001,vargk001,castj006,mauej001,dozib001,sanom001,polaj001,rosae001,buxtb001,keplm001,CLE201705120,away
clevm001,encae001,gomey001,santc002,kipnj001,ramij003,lindf001,branm003,chisl001,almoa001,CLE201705130,home
berrj001,vargk001,castj006,mauej001,dozib001,sanom001,polaj001,grosr001,buxtb001,keplm001,CLE201705130,away
bauet001,encae001,perer003,santc002,kipnj001,ramij003,lindf001,branm003,chisl001,robed003,CLE201705140,home
