1,10,2,3,4,5,6,7,8,9,game_id,home_away
lockj001,,realj001,moort002,gordd002,coloc002,riddj001,ozunm001,yelic001,stanm004,ATL201706170,away
foltm001,,suzuk001,adamm002,philb001,ruizr002,swand001,kempm001,incie001,markn001,ATL201706180,home
urenj001,,ellia001,bourj002,gordd002,dietd001,riddj001,ozunm001,yelic001,stanm004,ATL201706180,away
dickr001,,flowt001,adamm002,philb001,camaj001,swand001,kempm001,incie001,markn001,ATL201706190,home
cuetj001,,poseb001,beltb001,panij002,nunee002,crawb001,herng001,spand001,pench001,ATL201706190,away
tehej001,,suzuk001,adamm002,philb001,camaj001,swand001,kempm001,incie001,markn001,ATL201706200,home
moorm003,,poseb001,beltb001,panij002,tomlk001,crawb001,slata001,spand001,pench001,ATL201706200,away
newcs001,,flowt001,adamm002,camaj001,ruizr002,swand001,kempm001,incie001,markn001,ATL201706210,home
samaj001,,poseb001,beltb001,tomlk001,hilla001,crawb001,slata001,spand001,pench001,ATL201706210,away
garcj004,,suzuk001,adamm002,philb001,camaj001,swand001,kempm001,incie001,markn001,ATL201706220,home
cainm001,,hundn001,poseb001,panij002,tomlk001,crawb001,slata001,herng001,pench001,ATL201706220,away
foltm001,,flowt001,adamm002,philb001,camaj001,swand001,santd001,incie001,markn001,ATL201706230,home
nelsj004,,pinam001,thame001,sogae001,shawt001,arcio002,frann001,broxk001,santd002,ATL201706230,away
dickr001,,flowt001,adamm002,philb001,camaj001,swand001,petej002,incie001,markn001,ATL201706240,home
garzm001,,bandj001,thame001,pereh001,shawt001,arcio002,brinl001,broxk001,santd002,ATL201706240,away
tehej001,,suzuk001,adamm002,philb001,camaj001,swand001,kempm001,incie001,markn001,ATL201706250,home
daviz001,,pinam001,thame001,sogae001,shawt001,arcio002,pereh001,broxk001,santd002,ATL201706250,away
newcs001,,flowt001,adamm002,philb001,freef001,swand001,kempm001,incie001,markn001,ATL201707040,home
peacb001,,mccab002,gurry001,altuj001,brega001,corrc001,gonzm002,sprig001,reddj001,ATL201707040,away
garcj004,,flowt001,adamm002,philb001,freef001,camaj001,kempm001,incie001,markn001,ATL201707050,home
musgj001,,gatte001,gurry001,altuj001,brega001,gonzm002,reddj001,marij002,sprig001,ATL201707050,away
dickr001,,flowt001,adamm002,philb001,freef001,camaj001,kempm001,incie001,markn001,ATL201707140,home
walkt004,,mathj001,goldp001,drurb001,lambj001,owinc001,descd001,polla001,perad001,ATL201707140,away
foltm001,,suzuk001,freef001,philb001,camaj001,swand001,kempm001,incie001,markn001,ATL201707150,home
corbp001,,iannc001,goldp001,drurb001,lambj001,owinc001,herrc001,polla001,perad001,ATL201707150,away
garcj004,,flowt001,adamm002,philb001,freef001,swand001,kempm001,incie001,markn001,ATL201707160,home
godlz001,,mathj001,goldp001,owinc001,lambj001,martk001,descd001,polla001,perad001,ATL201707160,away
tehej001,,flowt001,freef001,philb001,rodrs002,camaj001,kempm001,incie001,markn001,ATL201707170,home
lestj001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,ATL201707170,away
newcs001,,suzuk001,adamm002,philb001,freef001,camaj001,kempm001,incie001,markn001,ATL201707180,home
lackj001,,contw001,rizza001,baezj001,bryak001,russa002,zobrb001,almoa002,heywj001,ATL201707180,away
dickr001,,flowt001,freef001,rodrs002,camaj001,swand001,kempm001,incie001,santd001,ATL201707190,home
montm002,,carav001,rizza001,baezj001,bryak001,russa002,schwk001,happi001,jay-j001,ATL201707190,away
simsl001,,flowt001,freef001,albio001,santd001,camaj001,adamm002,incie001,markn001,ATL201708010,home
maedk001,,grany001,bellc002,forsl001,turnj001,seagc001,taylc001,pedej001,puigy001,ATL201708010,away
tehej001,,suzuk001,freef001,albio001,philb001,camaj001,santd001,incie001,markn001,ATL201708020,home
stewb001,,grany001,bellc002,utlec001,forsl001,seagc001,taylc001,pedej001,puigy001,ATL201708020,away
newcs001,,flowt001,freef001,albio001,philb001,camaj001,rodrs002,incie001,markn001,ATL201708030,home
wooda002,,barna001,bellc002,forsl001,turnj001,seagc001,taylc001,herne001,puigy001,ATL201708030,away
dickr001,,flowt001,freef001,albio001,philb001,camaj001,rodrs002,incie001,markn001,ATL201708040,home
conla001,,realj001,moort002,gordd002,dietd001,rojam002,ozunm001,yelic001,stanm004,ATL201708040,away
foltm001,,suzuk001,freef001,albio001,philb001,camaj001,adamm002,incie001,markn001,ATL201708050,home
strad003,,realj001,telit001,gordd002,dietd001,rojam002,ozunm001,yelic001,stanm004,ATL201708050,away
simsl001,,flowt001,freef001,albio001,philb001,camaj001,adamm002,incie001,markn001,ATL201708060,home
urenj001,,ellia001,realj001,avilm001,dietd001,rojam002,ozunm001,yelic001,stanm004,ATL201708060,away
tehej001,,suzuk001,freef001,albio001,philb001,camaj001,adamm002,incie001,markn001,ATL201708080,home
efliz001,,ruppc001,joset001,hernc005,franm004,galvf001,navad002,herro001,willn001,ATL201708080,away
newcs001,,flowt001,freef001,albio001,philb001,swand001,adamm002,incie001,markn001,ATL201708090,home
eickj001,,ruppc001,joset001,hernc005,franm004,galvf001,perkc001,herro001,willn001,ATL201708090,away
dickr001,,flowt001,freef001,albio001,philb001,swand001,adamm002,incie001,markn001,ATL201708180,home
romas001,,barnt001,vottj001,genns001,suare001,cozaz001,duvaa001,hamib001,winkj002,ATL201708180,away
tehej001,,suzuk001,freef001,albio001,philb001,swand001,kempm001,incie001,markn001,ATL201708190,home
stepr002,,barnt001,vottj001,genns001,suare001,peraj003,duvaa001,hamib001,sches001,ATL201708190,away
newcs001,,flowt001,freef001,albio001,philb001,swand001,adamm002,incie001,markn001,ATL201708200,home
castl003,,barnt001,vottj001,genns001,suare001,peraj003,duvaa001,hamib001,sches001,ATL201708200,away
foltm001,,suzuk001,freef001,albio001,philb001,swand001,kempm001,incie001,markn001,ATL201708210,home
albea001,,zunim001,alony001,canor001,seagk001,seguj002,gameb001,martl004,hanim001,ATL201708210,away
simsl001,,flowt001,freef001,albio001,philb001,swand001,kempm001,incie001,markn001,ATL201708220,home
gonzm005,,zunim001,alony001,canor001,seagk001,seguj002,gameb001,hanim001,cruzn002,ATL201708220,away
dickr001,,flowt001,freef001,albio001,philb001,swand001,kempm001,incie001,markn001,ATL201708230,home
ramie004,,zunim001,alony001,canor001,seagk001,seguj002,hanim001,hereg002,valed001,ATL201708230,away
tehej001,,suzuk001,freef001,albio001,philb001,swand001,kempm001,incie001,markn001,ATL201708250,home
bettc001,,lucrj001,reynm001,lemad001,arenn001,stort001,parrg001,blacc001,gonzc001,ATL201708250,away
newcs001,,flowt001,freef001,albio001,philb001,swand001,kempm001,incie001,markn001,ATL201708260,home
freek001,,lucrj001,reynm001,lemad001,arenn001,stort001,valap001,blacc001,parrg001,ATL201708260,away
foltm001,,suzuk001,freef001,albio001,philb001,swand001,adamm002,incie001,markn001,ATL201708270,home
grayj003,,woltt001,reynm001,lemad001,arenn001,stort001,parrg001,blacc001,gonzc001,ATL201708270,away
dickr001,,suzuk001,freef001,albio001,ruizr002,swand001,adamm002,incie001,markn001,ATL201709040,home
casha001,,chirr001,napom001,odorr001,gallj002,andre001,deshd002,gomec002,mazan001,ATL201709040,away
gohal001,,freid001,freef001,albio001,ruizr002,swand001,kempm001,incie001,markn001,ATL201709061,home
gonzm003,,nichb001,napom001,odorr001,gallj002,andre001,deshd002,gomec002,choos001,ATL201709061,away
tehej001,,suzuk001,freef001,albio001,camaj001,swand001,kempm001,incie001,markn001,ATL201709062,home
hamec001,,chirr001,gallj002,odorr001,robid003,andre001,deshd002,gomec002,mazan001,ATL201709062,away
newcs001,,suzuk001,freef001,albio001,ruizr002,swand001,kempm001,incie001,petej002,ATL201709070,home
strad003,,ellia001,realj001,gordd002,andeb006,avilm001,ozunm001,yelic001,stanm004,ATL201709070,away
foltm001,,flowt001,freef001,albio001,ruizr002,swand001,kempm001,incie001,petej002,ATL201709080,home
urenj001,,realj001,bourj002,gordd002,dietd001,rojam002,ozunm001,yelic001,suzui001,ATL201709080,away
friem001,,suzuk001,freef001,albio001,camaj001,swand001,kempm001,incie001,adaml001,ATL201709090,home
conla001,,ellia001,realj001,gordd002,andeb006,rojam002,ozunm001,yelic001,stanm004,ATL201709090,away
dickr001,,flowt001,freef001,albio001,ruizr002,camaj001,adamm002,incie001,markn001,ATL201709100,home
despo001,,realj001,bourj002,avilm001,andeb006,rojam002,moort002,yelic001,stanm004,ATL201709100,away
newcs001,,freid001,freef001,albio001,ruizr002,swand001,kempm001,incie001,markn001,ATL201709150,home
montr004,,plawk001,smitd008,ceccg002,cabra002,reyej001,nimmb001,lagaj001,taijt001,ATL201709150,away
dickr001,,suzuk001,freef001,albio001,ruizr002,camaj001,petej002,incie001,markn001,ATL201709160,home
degrj001,,darnt001,smitd008,ceccg002,cabra002,rosaa003,nimmb001,lagaj001,aokin001,ATL201709160,away
tehej001,,freid001,freef001,albio001,camaj001,swand001,petej002,incie001,markn001,ATL201709170,home
gselr001,,plawk001,smitd008,reyej001,evanp001,rosaa003,nimmb001,lagaj001,aokin001,ATL201709170,away
gohal001,,suzuk001,freef001,albio001,ruizr002,swand001,adaml001,incie001,markn001,ATL201709190,home
schem001,,wietm001,zimmr001,difow001,renda001,turnt001,kendh001,taylm002,wertj001,ATL201709190,away
simsl001,,suzuk001,freef001,albio001,camaj001,swand001,garca004,adaml001,markn001,ATL201709200,home
gonzg003,,wietm001,zimmr001,murpd006,renda001,turnt001,linda001,taylm002,wertj001,ATL201709200,away
dickr001,,flowt001,freef001,albio001,camaj001,swand001,adaml001,incie001,markn001,ATL201709210,home
roart001,,wietm001,zimmr001,murpd006,renda001,turnt001,kendh001,taylm002,wertj001,ATL201709210,away
newcs001,,suzuk001,freef001,albio001,camaj001,swand001,adaml001,incie001,markn001,ATL201709220,home
liveb001,,alfaj002,hoskr001,hernc005,crawj002,galvf001,altha001,herro001,willn001,ATL201709220,away
tehej001,,flowt001,adamm002,albio001,ruizr002,swand001,petej002,incie001,markn001,ATL201709230,home
alvah001,,ruppc001,hoskr001,crawj002,franm004,galvf001,altha001,herro001,willn001,ATL201709230,away
lestj001,,contw001,rizza001,baezj001,bryak001,russa002,schwk001,heywj001,zobrb001,CHN201704100,home
wooda002,,grany001,gonza003,forsl001,turnj001,seagc001,gutif001,pedej001,puigy001,CHN201704100,away
lackj001,,contw001,rizza001,zobrb001,bryak001,russa002,schwk001,jay-j001,heywj001,CHN201704120,home
mccab001,,grany001,gonza003,utlec001,forsl001,seagc001,tolea001,pedej001,puigy001,CHN201704120,away
andeb004,,contw001,rizza001,baezj001,bryak001,russa002,schwk001,almoa002,heywj001,CHN201704130,home
ryu-h001,,grany001,vanss001,forsl001,turnj001,seagc001,herne001,thomt002,puigy001,CHN201704130,away
hendk001,,montm001,rizza001,baezj001,bryak001,russa002,schwk001,heywj001,zobrb001,CHN201704140,home
coleg001,,cervf001,jasoj001,harrj002,freed001,mercj002,polag001,marts002,mccua001,CHN201704140,away
arrij001,,contw001,rizza001,baezj001,bryak001,russa002,schwk001,heywj001,zobrb001,CHN201704150,home
glast001,,cervf001,bellj005,hansa001,freed001,fraza001,harrj002,marts002,mccua001,CHN201704150,away
lestj001,,contw001,rizza001,baezj001,bryak001,russa002,schwk001,heywj001,zobrb001,CHN201704160,home
tailj001,,cervf001,freed001,gossp001,harrj002,mercj002,fraza001,marts002,mccua001,CHN201704160,away
lackj001,,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,almoa002,heywj001,CHN201704170,home
andec001,,bandj001,thame001,villj001,shawt001,arcio002,braur002,broxk001,santd002,CHN201704170,away
andeb004,,montm001,rizza001,zobrb001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201704180,home
nelsj004,,pinam001,thame001,villj001,shawt001,arcio002,braur002,broxk001,santd002,CHN201704180,away
hendk001,,contw001,rizza001,baezj001,bryak001,russa002,jay-j001,almoa002,szczm001,CHN201704190,home
milot001,,bandj001,thame001,villj001,shawt001,arcio002,frann001,broxk001,pereh001,CHN201704190,away
andeb004,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201705010,home
velav001,,ruppc001,joset001,hernc005,franm004,galvf001,altha001,herro001,saunm001,CHN201705010,away
lestj001,,contw001,rizza001,baezj001,bryak001,russa002,schwk001,heywj001,zobrb001,CHN201705020,home
hellj001,,ruppc001,joset001,hernc005,franm004,galvf001,altha001,herro001,saunm001,CHN201705020,away
arrij001,,montm001,rizza001,baezj001,bryak001,russa002,schwk001,heywj001,zobrb001,CHN201705030,home
eickj001,,knapa001,stasb001,hernc005,franm004,galvf001,navad002,herro001,altha001,CHN201705030,away
lackj001,,montm001,rizza001,baezj001,bryak001,russa002,jay-j001,almoa002,szczm001,CHN201705040,home
efliz001,,ruppc001,joset001,hernc005,franm004,galvf001,altha001,herro001,saunm001,CHN201705040,away
hendk001,,contw001,rizza001,zobrb001,bryak001,russa002,schwk001,jay-j001,heywj001,CHN201705050,home
pinem001,,sancg002,cartc002,casts001,headc001,gregd001,gardb001,hicka001,judga001,CHN201705050,away
andeb004,,contw001,rizza001,baezj001,bryak001,russa002,jay-j001,almoa002,zobrb001,CHN201705060,home
montj004,,sancg002,cartc002,casts001,headc001,gregd001,gardb001,hicka001,judga001,CHN201705060,away
lestj001,,contw001,rizza001,baezj001,bryak001,russa002,schwk001,jay-j001,zobrb001,CHN201705070,home
sevel001,,romia002,hollm001,casts001,headc001,gregd001,hicka001,ellsj001,judga001,CHN201705070,away
lackj001,,contw001,rizza001,baezj001,candj002,russa002,schwk001,happi001,bryak001,CHN201705160,home
arrob001,,barnt001,vottj001,peraj003,suare001,cozaz001,duvaa001,hamib001,sches001,CHN201705160,away
hendk001,,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,happi001,jay-j001,CHN201705170,home
felds001,,barnt001,vottj001,peraj003,suare001,cozaz001,duvaa001,hamib001,sches001,CHN201705170,away
lestj001,,contw001,rizza001,baezj001,bryak001,russa002,happi001,almoa002,zobrb001,CHN201705180,home
garra001,,barnt001,vottj001,peraj003,suare001,cozaz001,duvaa001,hamib001,sches001,CHN201705180,away
butle001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,jay-j001,CHN201705190,home
espip001,,bandj001,thame001,villj001,shawt001,arcio002,sogae001,broxk001,santd002,CHN201705190,away
arrij001,,contw001,rizza001,zobrb001,bryak001,russa002,schwk001,happi001,heywj001,CHN201705210,home
andec001,,bandj001,thame001,villj001,shawt001,arcio002,braur002,broxk001,pereh001,CHN201705210,away
lackj001,,contw001,rizza001,baezj001,bryak001,russa002,zobrb001,almoa002,heywj001,CHN201705220,home
blact002,,poseb001,beltb001,panij002,arroc001,crawb001,nunee002,herng001,ruggj001,CHN201705220,away
lestj001,,contw001,rizza001,zobrb001,bryak001,russa002,schwk001,happi001,heywj001,CHN201705230,home
cuetj001,,poseb001,beltb001,panij002,arroc001,crawb001,nunee002,herng001,ruggj001,CHN201705230,away
hendk001,,montm001,rizza001,baezj001,bryak001,russa002,happi001,almoa002,heywj001,CHN201705240,home
moorm003,,poseb001,beltb001,panij002,arroc001,crawb001,nunee002,spand001,willm008,CHN201705240,away
butle001,,montm001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201705250,home
samaj001,,poseb001,beltb001,panij002,arroc001,crawb001,willm008,spand001,ruggj001,CHN201705250,away
lackj001,,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,happi001,heywj001,CHN201706020,home
lynnl001,,moliy001,carpm002,dejop001,peraj001,diaza003,sierm002,fowld001,piscs001,CHN201706020,away
lestj001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201706030,home
leakm001,,moliy001,martj008,dejop001,peraj001,diaza003,phamt001,fowld001,piscs001,CHN201706030,away
hendk001,,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,happi001,heywj001,CHN201706040,home
wachm001,,moliy001,carpm002,dejop001,gyorj001,diaza003,phamt001,fowld001,piscs001,CHN201706040,away
butle001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,almoa002,heywj001,CHN201706050,home
strad003,,realj001,moort002,gordd002,dietd001,riddj001,ozunm001,yelic001,stanm004,CHN201706050,away
arrij001,,contw001,rizza001,baezj001,bryak001,russa002,jay-j001,almoa002,heywj001,CHN201706060,home
lockj001,,realj001,moort002,gordd002,coloc002,riddj001,ozunm001,yelic001,stanm004,CHN201706060,away
lackj001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201706070,home
urenj001,,realj001,moort002,gordd002,dietd001,riddj001,ozunm001,yelic001,stanm004,CHN201706070,away
lestj001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201706080,home
chatt001,,woltt001,reynm001,lemad001,arenn001,stort001,desmi001,blacc001,gonzc001,CHN201706080,away
montm002,,montm001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201706090,home
marqg001,,hanir001,reynm001,lemad001,arenn001,stort001,desmi001,blacc001,gonzc001,CHN201706090,away
butle001,,contw001,rizza001,zobrb001,bryak001,russa002,schwk001,almoa002,heywj001,CHN201706100,home
hoffj003,,woltt001,reynm001,lemad001,arenn001,amara001,desmi001,blacc001,tapir001,CHN201706100,away
arrij001,,montm001,rizza001,baezj001,bryak001,russa002,zobrb001,jay-j001,heywj001,CHN201706110,home
senza001,,woltt001,reynm001,lemad001,valap001,stort001,desmi001,blacc001,gonzc001,CHN201706110,away
lestj001,,contw001,rizza001,happi001,bryak001,baezj001,schwk001,almoa002,jay-j001,CHN201706190,home
richc002,,hedga001,myerw001,solay001,darnc001,aybae001,pirej001,szczm001,renfh001,CHN201706190,away
montm002,,montm001,rizza001,baezj001,bryak001,russa002,contw001,happi001,jay-j001,CHN201706200,home
chacj001,,torrl001,myerw001,solay001,spanc001,corda001,pirej001,cordf003,renfh001,CHN201706200,away
butle001,,contw001,rizza001,happi001,lastt001,russa002,schwk001,almoa002,bryak001,CHN201706210,home
diazm004,,torrl001,myerw001,pirej001,spanc001,aybae001,szczm001,cordf003,renfh001,CHN201706210,away
lestj001,,contw001,rizza001,zobrb001,bryak001,russa002,jay-j001,happi001,heywj001,CHN201707040,home
archc001,,ramow001,plout001,beckt001,longe001,hecha001,dickc002,bourp001,souzs001,CHN201707040,away
lackj001,,contw001,rizza001,baezj001,bryak001,russa002,happi001,almoa002,zobrb001,CHN201707050,home
snelb001,,sucrj001,morrl001,beckt001,longe001,hecha001,dickc002,smitm007,souzs001,CHN201707050,away
montm002,,contw001,rizza001,happi001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201707060,home
daviz001,,pinam001,aguij001,villj001,pereh001,arcio002,braur002,broxk001,santd002,CHN201707060,away
butle001,,carav001,rizza001,zobrb001,bryak001,russa002,schwk001,happi001,heywj001,CHN201707070,home
willt002,,cervf001,bellj005,fraza001,harrj002,mercj002,jasoj001,mccua001,polag001,CHN201707070,away
arrij001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201707080,home
novai001,,cervf001,bellj005,fraza001,freed001,mercj002,jasoj001,mccua001,polag001,CHN201707080,away
lestj001,,contw001,rizza001,happi001,bryak001,russa002,schwk001,jay-j001,heywj001,CHN201707090,home
kuhlc001,,cervf001,bellj005,morom001,freed001,mercj002,harrj002,mccua001,osunj001,CHN201707090,away
arrij001,,contw001,rizza001,zobrb001,baezj001,russa002,schwk001,happi001,heywj001,CHN201707210,home
martc006,,kellc002,carpm002,wongk001,gyorj001,dejop001,phamt001,fowld001,gricr001,CHN201707210,away
lestj001,,contw001,rizza001,zobrb001,bryak001,russa002,schwk001,jay-j001,heywj001,CHN201707220,home
waina001,,moliy001,voitl001,carpm002,gyorj001,dejop001,phamt001,fowld001,gricr001,CHN201707220,away
quinj001,,contw001,rizza001,baezj001,bryak001,russa002,schwk001,happi001,heywj001,CHN201707230,home
wachm001,,moliy001,carpm002,wongk001,gyorj001,dejop001,phamt001,fowld001,gricr001,CHN201707230,away
hendk001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201707240,home
gonzm003,,smitk002,abrej003,moncy001,davim005,andet001,cabrm002,engea001,garca003,CHN201707240,away
lackj001,,contw001,rizza001,baezj001,bryak001,russa002,happi001,almoa002,zobrb001,CHN201707250,home
rodoc001,,narvo001,abrej003,moncy001,davim005,andet001,cabrm002,engea001,garca003,CHN201707250,away
lestj001,,contw001,rizza001,baezj001,bryak001,russa002,happi001,almoa002,zobrb001,CHN201708010,home
corbp001,,mathj001,goldp001,descd001,drurb001,rosaa001,perad001,polla001,martj006,CHN201708010,away
arrij001,,avila001,rizza001,zobrb001,bryak001,russa002,schwk001,jay-j001,heywj001,CHN201708020,home
godlz001,,iannc001,goldp001,descd001,lambj001,reinj001,perad001,polla001,martj006,CHN201708020,away
quinj001,,contw001,rizza001,happi001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201708030,home
greiz001,,mathj001,goldp001,drurb001,lambj001,rosaa001,blang001,polla001,martj006,CHN201708030,away
hendk001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201708040,home
roart001,,wietm001,linda001,murpd006,renda001,difow001,kendh001,goodb001,harpb003,CHN201708040,away
lackj001,,avila001,rizza001,zobrb001,bryak001,baezj001,contw001,jay-j001,heywj001,CHN201708050,home
jacke001,,wietm001,zimmr001,murpd006,renda001,difow001,linda001,goodb001,harpb003,CHN201708050,away
lestj001,,contw001,rizza001,happi001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201708060,home
fedde001,,wietm001,zimmr001,murpd006,renda001,difow001,kendh001,goodb001,harpb003,CHN201708060,away
quinj001,,avila001,rizza001,lastt001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201708140,home
wojca001,,mesod001,vottj001,genns001,suare001,cozaz001,duvaa001,hamib001,kivlp001,CHN201708140,away
hendk001,,carav001,rizza001,lastt001,bryak001,baezj001,jay-j001,almoa002,heywj001,CHN201708150,home
castl003,,barnt001,vottj001,genns001,suare001,cozaz001,duvaa001,hamib001,winkj002,CHN201708150,away
lackj001,,avila001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201708160,home
bailh001,,barnt001,vottj001,peraj003,suare001,cozaz001,genns001,hamib001,winkj002,CHN201708160,away
lestj001,,avila001,rizza001,happi001,bryak001,baezj001,schwk001,jay-j001,zobrb001,CHN201708170,home
felds001,,turns002,vottj001,genns001,suare001,peraj003,duvaa001,hamib001,ervip001,CHN201708170,away
arrij001,,carav001,rizza001,happi001,bryak001,baezj001,zobrb001,almoa002,heywj001,CHN201708180,home
happj001,,montm001,smoaj001,barnd001,donaj001,goinr001,pears001,pillk001,bautj002,CHN201708180,away
quinj001,,avila001,rizza001,happi001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201708190,home
tepen001,,loper002,smoaj001,refsr001,donaj001,barnd001,pears001,pillk001,bautj002,CHN201708190,away
hendk001,,river003,rizza001,zobrb001,lastt001,baezj001,schwk001,almoa002,jay-j001,CHN201708200,home
estrm001,,montm001,smoaj001,goinr001,bautj002,donaj001,aokin001,pillk001,carre001,CHN201708200,away
montm002,,avila001,rizza001,lastt001,bryak001,baezj001,happi001,jay-j001,heywj001,CHN201708280,home
willt002,,stewc001,bellj005,rodrs002,freed001,mercj002,marts002,mccua001,osunj001,CHN201708280,away
arrij001,,avila001,rizza001,lastt001,bryak001,baezj001,schwk001,heywj001,zobrb001,CHN201708290,home
kuhlc001,,stewc001,bellj005,harrj002,freed001,mercj002,marts002,mccua001,jasoj001,CHN201708290,away
quinj001,,river003,rizza001,happi001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201708300,home
novai001,,stewc001,bellj005,harrj002,freed001,mercj002,marts002,mccua001,rodrs002,CHN201708300,away
hendk001,,river003,rizza001,zobrb001,bryak001,baezj001,jay-j001,almoa002,happi001,CHN201708310,home
newcs001,,suzuk001,freef001,albio001,petej002,swand001,kempm001,incie001,markn001,CHN201708310,away
lackj001,,avila001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201709010,home
foltm001,,suzuk001,freef001,albio001,ruizr002,swand001,kempm001,incie001,markn001,CHN201709010,away
lestj001,,river003,rizza001,zobrb001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201709020,home
simsl001,,suzuk001,freef001,albio001,ruizr002,swand001,kempm001,incie001,markn001,CHN201709020,away
montm002,,river003,rizza001,zobrb001,bryak001,baezj001,happi001,almoa002,heywj001,CHN201709030,home
friem001,,freid001,freef001,albio001,ruizr002,swand001,kempm001,incie001,markn001,CHN201709030,away
lackj001,,avila001,rizza001,zobrb001,bryak001,baezj001,jay-j001,happi001,heywj001,CHN201709080,home
nelsj004,,vogts001,thame001,walkn001,shawt001,arcio002,braur002,broxk001,santd002,CHN201709080,away
montm002,,avila001,rizza001,zobrb001,bryak001,baezj001,jay-j001,almoa002,heywj001,CHN201709090,home
andec001,,pinam001,aguij001,pereh001,shawt001,arcio002,braur002,broxk001,santd002,CHN201709090,away
hendk001,,river003,rizza001,happi001,lastt001,baezj001,bryak001,jay-j001,heywj001,CHN201709100,home
daviz001,,vogts001,thame001,walkn001,shawt001,arcio002,braur002,broxk001,pereh001,CHN201709100,away
quinj001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201709120,home
gselr001,,darnt001,smitd008,reyej001,cabra002,rosaa003,aokin001,lagaj001,taijt001,CHN201709120,away
lestj001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,happi001,heywj001,CHN201709130,home
harvm001,,plawk001,reynm003,reyej001,cabra002,rosaa003,aokin001,lagaj001,taijt001,CHN201709130,away
tsenj001,,davit004,rizza001,happi001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201709140,home
lugos001,,darnt001,smitd008,reyej001,cabra002,rosaa003,nimmb001,lagaj001,aokin001,CHN201709140,away
lackj001,,contw001,rizza001,zobrb001,bryak001,baezj001,schwk001,jay-j001,heywj001,CHN201709150,home
martc006,,moliy001,martj008,wongk001,carpm002,dejop001,phamt001,badeh001,piscs001,CHN201709150,away
hendk001,,contw001,rizza001,happi001,bryak001,baezj001,jay-j001,almoa002,zobrb001,CHN201709160,home
wachm001,,moliy001,martj008,garcg002,carpm002,dejop001,phamt001,fowld001,piscs001,CHN201709160,away
quinj001,,avila001,rizza001,zobrb001,bryak001,russa002,schwk001,almoa002,heywj001,CHN201709170,home
lynnl001,,moliy001,martj008,wongk001,carpm002,dejop001,phamt001,fowld001,gricr001,CHN201709170,away
quinj001,,contw001,avila001,lastt001,happi001,freem002,schwk001,jay-j001,zobrb001,CHN201709290,home
stepr002,,barnt001,vottj001,peraj003,suare001,cozaz001,winkj002,ervip001,sches001,CHN201709290,away
lestj001,,contw001,rizza001,baezj001,bryak001,russa002,schwk001,happi001,heywj001,CHN201709300,home
stepj002,,turns002,vottj001,genns001,suare001,peraj003,duvaa001,hamib001,sches001,CHN201709300,away
felds001,,barnt001,vottj001,peraj003,suare001,cozaz001,duvaa001,hamib001,sches001,CIN201704030,home
hellj001,,ruppc001,joset001,hernc005,franm004,galvf001,kendh001,herro001,saunm001,CIN201704030,away
finnb001,,barnt001,vottj001,peraj003,suare001,cozaz001,duvaa001,hamib001,sches001,CIN201704050,home
eickj001,,ruppc001,joset001,hernc005,franm004,galvf001,kendh001,herro001,altha001,CIN201704050,away
davir004,,turns002,vottj001,peraj003,suare001,cozaz001,duvaa001,hamib001,sches001,CIN201704060,home
buchc001,,knapa001,stasb001,hernc005,franm004,galvf001,navad002,herro001,saunm001,CIN201704060,away
