game_id,order,stat,bfrom,bto,player_id
ANA201704070,3,SB,1,2,seguj002
ANA201704070,7,R,3,H,escoy001
ANA201704070,24,R,3,H,maldm001
ANA201704070,39,PO,1,1,troum001
ANA201704070,45,R,3,H,hanim001
ANA201704070,48,R,B,H,maybc001
ANA201704070,60,R,1,H,escoy001
ANA201704070,60,R,B,H,calhk001
ANA201704070,71,SB,1,2,simma001
ANA201704070,77,DI,1,2,valed001
ANA201704080,1,R,1,H,seguj002
ANA201704080,1,R,B,H,hanim001
ANA201704080,15,R,3,H,pujoa001
ANA201704080,19,PO,1,3,seguj002
ANA201704080,22,R,3,H,escoy001
ANA201704080,33,PO,1,2,maldm001
ANA201704080,39,R,B,H,escoy001
ANA201704080,55,R,3,H,seagk001
ANA201704080,60,R,1,H,escoy001
ANA201704080,60,R,B,H,troum001
ANA201704080,67,R,3,H,seguj002
ANA201704090,2,SB,1,2,seguj002
ANA201704090,4,R,3,H,seguj002
ANA201704090,13,R,B,H,simma001
ANA201704090,21,R,2,H,ruizc001
ANA201704090,21,R,1,H,seguj002
ANA201704090,21,R,B,H,canor001
ANA201704090,30,CS,1,2,martl004
ANA201704090,38,R,3,H,mottt001
ANA201704090,38,R(UR),2,H,seguj002
ANA201704090,41,R,3,H,hanim001
ANA201704090,55,R,B,H,hanim001
ANA201704090,64,R,3,H,cronc002
ANA201704090,64,R,2,H,reveb001
ANA201704090,64,PO,B,2,martj007
ANA201704090,70,R(UR),2,H,valed001
ANA201704090,83,R,B,H,pujoa001
ANA201704090,88,R,3,H,pennc001
ANA201704090,90,R,3,H,cronc002
ANA201704090,90,R,2,H,reveb001
ANA201704090,94,R,3,H,escoy001
ANA201704090,94,R,2,H,calhk001
ANA201704090,95,R,3,H,troum001
ANA201704110,3,R,3,H,andre001
ANA201704110,8,CS,2,3,escoy001
ANA201704110,21,R,B,H,andre001
ANA201704110,25,R,2,H,mazan001
ANA201704110,25,R,1,H,odorr001
ANA201704110,25,R,B,H,lucrj001
ANA201704110,59,R,B,H,martj007
ANA201704110,71,R,2,H,troum001
ANA201704110,78,R,B,H,espid001
ANA201704110,83,R,2,H,escoy001
ANA201704110,84,R,2,H,troum001
ANA201704110,92,CS,1,2,lucrj001
ANA201704110,98,R,3,H,
ANA201704120,7,R,B,H,napom001
ANA201704120,10,R,B,H,andre001
ANA201704120,14,R,3,H,simma001
ANA201704120,15,R,3,H,reveb001
ANA201704120,22,R,B,H,troum001
ANA201704120,33,R,2,H,lucrj001
ANA201704120,33,R,1,H,andre001
ANA201704120,34,R,3,H,gallj002
ANA201704120,54,R,B,H,gomec002
ANA201704120,78,R,2,H,mazan001
ANA201704120,78,R,1,H,napom001
ANA201704130,0,R,B,H,gomec002
ANA201704130,11,SB,1,2,
ANA201704130,13,R,2,H,
ANA201704130,14,PO(E),2,3,chirr001
ANA201704130,15,R,3,H,chirr001
ANA201704130,19,SB,1,2,maybc001
ANA201704130,24,R,1,H,choos001
ANA201704130,24,R,B,H,mazan001
ANA201704130,28,CS,1,2,andre001
ANA201704130,32,SB,1,2,troum001
ANA201704130,36,SB,1,2,gallj002
ANA201704130,54,R,3,H,andre001
ANA201704130,54,R,2,H,gallj002
ANA201704130,57,R,2,H,chirr001
ANA201704130,91,R,3,H,pujoa001
ANA201704130,91,R,1,H,
ANA201704130,91,R,B,H,espid001
ANA201704210,18,R,3,H,coghc001
ANA201704210,19,R(NR),3,H,goinr001
ANA201704210,26,R,3,H,maldm001
ANA201704210,26,R,2,H,escoy001
ANA201704210,26,R,1,H,calhk001
ANA201704210,47,R,B,H,troum001
ANA201704210,55,R(UR)(NR),2,H,tulot001
ANA201704210,77,R,3,H,tulot001
ANA201704210,77,R,2,H,martr004
ANA201704210,87,R,1,H,espid001
ANA201704210,121,CS,1,2,martr004
ANA201704210,130,SB,1,2,carre001
ANA201704210,131,R,3,H,pillk001
ANA201704210,131,R,2,H,carre001
ANA201704210,131,R,B,H,bautj002
ANA201704210,141,R(UR),3,H,maybc001
ANA201704210,142,R(UR),3,H,espid001
ANA201704220,4,R,3,H,barnd001
ANA201704220,10,R(UR),2,H,troum001
ANA201704220,16,SB,1,2,maybc001
ANA201704220,27,R,3,H,calhk001
ANA201704220,27,R,2,H,troum001
ANA201704220,27,R,1,H,cronc002
ANA201704220,27,R,B,H,simma001
ANA201704220,62,R,2,H,goinr001
ANA201704220,62,R,B,H,pillk001
ANA201704220,71,R,B,H,smoaj001
ANA201704230,2,PO,B,2,bautj002
ANA201704230,6,SB,1,2,troum001
ANA201704230,18,CS,1,2,pillk001
ANA201704230,23,R,2,H,calhk001
ANA201704230,26,PO,1,1,carre001
ANA201704230,58,R,1,H,martr004
ANA201704230,58,R,B,H,travd001
ANA201704230,61,R,B,H,pillk001
ANA201704230,64,R,3,H,carre001
ANA201704230,72,R,2,H,travd001
ANA201704230,72,R,B,H,goinr001
ANA201704230,77,R(UR)(NR),2,H,pujoa001
ANA201704240,1,CS,1,2,pillk001
ANA201704240,26,R,B,H,martr004
ANA201704240,30,R,3,H,troum001
ANA201704240,37,SB,1,2,maybc001
ANA201704240,40,R,3,H,maybc001
ANA201704240,67,CS,1,2,carre001
ANA201704250,20,CS,1,2,deckj001
ANA201704250,32,CS,1,2,simma001
ANA201704250,67,R,B,H,phegj001
ANA201704250,73,R,B,H,troum001
ANA201704250,76,SB,1,2,pujoa001
ANA201704250,89,R,2,H,espid001
ANA201704260,3,PO(E),1,2,lowrj001
ANA201704260,6,R,3,H,lowrj001
ANA201704260,6,R,2,H,davik003
ANA201704260,12,PO,2,3,joycm001
ANA201704260,18,PO,2,3,martj007
ANA201704260,19,R,1,H,simma001
ANA201704260,20,R,2,H,espid001
ANA201704260,21,R,1,H,maybc001
ANA201704260,46,SB,1,2,troum001
ANA201704260,47,R,2,H,troum001
ANA201704260,54,R,B,H,alony001
ANA201704260,74,R,3,H,martj007
ANA201704260,74,R,2,H,simma001
ANA201704260,75,R(UR)(NR),3,H,espid001
ANA201704260,76,PO,3,H,maybc001
ANA201704260,77,R(UR),3,H,maldm001
ANA201704260,83,R,1,H,plout001
ANA201704260,83,R,B,H,joycm001
ANA201704270,6,R,2,H,troum001
ANA201704270,7,R,1,H,pujoa001
ANA201704270,25,R,2,H,lowrj001
ANA201704270,35,PO,3,H,reveb001
ANA201704270,35,PO,1,3,pennc001
ANA201705050,6,PO,1,2,maybc001
ANA201705050,12,R,B,H,pujoa001
ANA201705050,18,R,B,H,reddj001
ANA201705050,39,R,B,H,maldm001
ANA201705050,41,CS,1,2,escoy001
ANA201705050,47,R,3,H,corrc001
ANA201705050,47,R,2,H,beltc001
ANA201705050,47,R,B,H,mccab002
ANA201705050,56,R,2,H,sprig001
ANA201705050,65,R,3,H,beltc001
ANA201705050,72,R,3,H,maldm001
ANA201705050,75,R,3,H,escoy001
ANA201705050,76,R,3,H,maybc001
ANA201705050,78,R,3,H,troum001
ANA201705050,87,SB,1,2,altuj001
ANA201705050,88,R,2,H,altuj001
ANA201705060,3,R,2,H,corrc001
ANA201705060,15,R(UR),3,H,valbl001
ANA201705060,72,CS,1,2,brega001
ANA201705060,80,R,3,H,calhk001
ANA201705070,3,PO,1,1,altuj001
ANA201705070,4,R,B,H,escoy001
ANA201705070,13,SB,1,2,maybc001
ANA201705070,15,R,3,H,maybc001
ANA201705070,23,R,2,H,brega001
ANA201705070,24,R,3,H,sprig001
ANA201705070,24,R,1,H,reddj001
ANA201705070,24,R,B,H,altuj001
ANA201705070,38,SB,1,2,
ANA201705070,42,R,B,H,escoy001
ANA201705070,55,R,B,H,gatte001
ANA201705110,4,R,2,H,kinsi001
ANA201705110,4,R,1,H,castn001
ANA201705110,4,R,B,H,uptoj001
ANA201705110,10,R,1,H,mccaj001
ANA201705110,10,R,B,H,romia001
ANA201705110,42,R,1,H,pennc001
ANA201705110,62,R,3,H,martv001
ANA201705110,73,R,2,H,kinsi001
ANA201705110,74,PO,3,H,castn001
ANA201705120,12,R,B,H,valbl001
ANA201705120,14,SB,1,2,calhk001
ANA201705120,18,R,3,H,calhk001
ANA201705120,33,R,2,H,
ANA201705120,41,R(UR)(NR),1,H,escoy001
ANA201705120,49,R,3,H,simma001
ANA201705120,71,R,1,H,pennc001
ANA201705120,71,R,B,H,troum001
ANA201705130,1,CS,1,2,kinsi001
ANA201705130,7,CS,1,2,troum001
ANA201705130,10,R,1,H,martv001
ANA201705130,10,R,B,H,martj006
ANA201705130,16,SB,1,2,
ANA201705130,44,R,3,H,maldm001
ANA201705130,44,R,2,H,escoy001
ANA201705130,48,R,B,H,uptoj001
ANA201705130,63,R,B,H,troum001
ANA201705130,74,R,B,H,martj006
ANA201705140,1,R,2,H,kinsi001
ANA201705140,4,CS,1,2,castn001
ANA201705140,7,R,B,H,troum001
ANA201705140,15,SB,1,2,maybc001
ANA201705140,20,PO,1,2,machd001
ANA201705140,25,SB,1,2,troum001
ANA201705140,33,R,B,H,espid001
ANA201705140,42,SB,1,2,troum001
ANA201705140,50,SB,1,2,maybc001
ANA201705140,59,R,3,H,gratj001
ANA201705140,61,R,3,H,reveb001
ANA201705140,73,SB,1,2,maybc001
ANA201705150,22,R,1,H,garcl004
ANA201705150,22,R,B,H,abrej003
ANA201705150,31,SB,1,2,sancc001
ANA201705150,32,R,2,H,sancc001
ANA201705150,38,R,3,H,maybc001
ANA201705150,38,R,1,H,espid001
ANA201705150,38,R,B,H,calhk001
ANA201705150,39,R,B,H,troum001
ANA201705150,55,R,B,H,maldm001
ANA201705150,73,DI,1,2,garca003
ANA201705160,2,CS,1,2,sancc001
ANA201705160,7,SB,1,2,troum001
ANA201705160,21,R,2,H,maldm001
ANA201705160,21,R,1,H,maybc001
ANA201705160,30,SB,1,2,simma001
ANA201705160,33,R,3,H,simma001
ANA201705160,45,R,1,H,garcl004
ANA201705160,45,R,B,H,sancc001
ANA201705160,61,R,3,H,maybc001
ANA201705160,64,R,3,H,troum001
ANA201705160,64,PO,2,H,pujoa001
ANA201705160,78,R,2,H,cabrm002
ANA201705160,79,R,3,H,abrej003
ANA201705160,79,R,2,H,garca003
ANA201705160,84,PO,3,H,frazt001
ANA201705160,99,R,B,H,andet001
ANA201705160,104,PO,2,3,simma001
ANA201705160,107,R,2,H,espid001
ANA201705160,109,R,3,H,reveb001
ANA201705170,3,R,2,H,cabrm002
ANA201705170,3,R,B,H,abrej003
ANA201705170,14,R,2,H,davim005
ANA201705170,15,R(UR)(NR),2,H,garcl004
ANA201705170,18,R,1,H,simma001
ANA201705170,21,R,3,H,reveb001
ANA201705170,24,R,3,H,espid001
ANA201705170,24,R,2,H,maybc001
ANA201705170,43,PO,B,2,pujoa001
ANA201705170,48,CS,1,2,frazt001
ANA201705170,54,R,2,H,espid001
ANA201705170,56,R,2,H,maldm001
ANA201705170,56,R,1,H,maybc001
ANA201705170,56,R,B,H,troum001
ANA201705170,67,R(UR),3,H,simma001
ANA201705170,68,R,3,H,reveb001
ANA201705170,69,R,3,H,cronc002
ANA201705170,71,R(UR)(NR),3,H,espid001
ANA201705170,77,R,2,H,garcw001
ANA201705170,79,R,2,H,abrej003
ANA201705170,82,R,3,H,garca003
ANA201705170,92,R,1,H,sancc001
ANA201705290,11,R,B,H,simma001
ANA201705290,19,R,3,H,swand001
ANA201705290,19,R,2,H,incie001
ANA201705290,20,R,3,H,kempm001
ANA201705290,21,R,3,H,adamm002
ANA201705290,22,R,2,H,flowt001
ANA201705290,22,R,1,H,ruizr002
ANA201705290,33,R,B,H,pujoa001
ANA201705290,34,R,B,H,valbl001
ANA201705290,44,SB,1,2,
ANA201705290,46,SB,2,3,
ANA201705290,46,SB,1,2,maybc001
ANA201705300,3,PO,2,H,markn001
ANA201705300,19,R,1,H,incie001
ANA201705300,19,R,B,H,kempm001
ANA201705300,24,R(UR),2,H,
ANA201705300,24,R,1,H,calhk001
ANA201705300,24,R,B,H,pujoa001
ANA201705300,27,R(UR),3,H,valbl001
ANA201705300,28,R(UR),3,H,simma001
ANA201705300,29,R(UR),2,H,reveb001
ANA201705300,30,R(UR),3,H,pennc001
ANA201705300,31,R(UR),3,H,espid001
ANA201705300,32,R(UR),2,H,gratj001
ANA201705300,35,PO,2,2,calhk001
ANA201705300,41,SB,1,2,simma001
ANA201705300,61,R,B,H,flowt001
ANA201705310,6,R,B,H,kempm001
ANA201705310,20,CS,1,2,youne003
ANA201705310,36,SB,2,3,
ANA201705310,53,R(UR)(NR),1,H,espid001
ANA201705310,60,R,B,H,youne003
ANA201705310,64,SB,1,2,simma001
ANA201706010,8,R,B,H,sanom001
ANA201706010,10,PO(E),1,2,keplm001
ANA201706010,44,R,B,H,calhk001
ANA201706010,69,R,B,H,calhk001
ANA201706010,80,R(UR),3,H,polaj001
ANA201706010,80,R,2,H,rosae001
ANA201706010,84,R(UR),3,H,escoe001
ANA201706020,2,R,2,H,grosr001
ANA201706020,2,R,B,H,mauej001
ANA201706020,6,PO,1,3,simma001
ANA201706020,17,R,1,H,dozib001
ANA201706020,17,R,B,H,grosr001
ANA201706020,20,R,1,H,sanom001
ANA201706020,20,R,B,H,keplm001
ANA201706020,35,R,3,H,grosr001
ANA201706020,47,R,2,H,youne003
ANA201706020,48,R(NR),3,H,simma001
ANA201706020,50,SB,2,3,escoy001
ANA201706020,66,R(NR),3,H,keplm001
ANA201706020,67,R,3,H,polaj001
ANA201706020,67,R,2,H,rosae001
ANA201706020,70,R,2,H,buxtb001
ANA201706020,93,R,2,H,escoy001
ANA201706020,95,R,2,H,maldm001
ANA201706020,95,R,B,H,espid001
ANA201706030,4,R,3,H,grosr001
ANA201706030,23,R,1,H,youne003
ANA201706030,23,R,B,H,simma001
ANA201706030,24,R,B,H,calhk001
ANA201706030,37,R,3,H,reveb001
ANA201706030,37,R,2,H,youne003
ANA201706030,37,R,1,H,calhk001
ANA201706030,37,R,B,H,pujoa001
ANA201706030,49,R,B,H,keplm001
ANA201706040,15,R,B,H,castj006
ANA201706040,20,R(NR),3,H,youne003
ANA201706040,30,R,3,H,valbl001
ANA201706040,37,CS,1,2,adrie001
ANA201706040,44,R,1,H,grosr001
ANA201706040,44,R,B,H,sanom001
ANA201706040,75,SB,1,2,escoe001
ANA201706040,83,CS,1,2,reveb001
ANA201706120,6,R,B,H,calhk001
ANA201706120,23,R,2,H,hollm001
ANA201706120,39,R,2,H,judga001
ANA201706120,48,SB,1,2,gardb001
ANA201706120,60,R,2,H,judga001
ANA201706120,65,SB,1,2,youne003
ANA201706120,66,R(UR),2,H,youne003
ANA201706120,68,R(UR),2,H,espid001
ANA201706120,74,R,2,H,hicka001
ANA201706120,74,R,B,H,judga001
ANA201706130,2,CS,1,2,hicka001
ANA201706130,9,PO,1,H,calhk001
ANA201706130,30,R(UR),2,H,simma001
ANA201706130,31,CS,1,2,cronc002
ANA201706130,35,R,2,H,headc001
ANA201706130,50,R,B,H,headc001
ANA201706130,59,SB,1,2,simma001
ANA201706130,68,R,B,H,youne003
ANA201706130,93,DI,1,2,maybc001
ANA201706130,107,SB,1,2,simma001
ANA201706130,110,R,3,H,simma001
ANA201706140,3,SB,1,2,judga001
ANA201706140,4,R,3,H,gardb001
ANA201706140,6,R,3,H,judga001
ANA201706140,6,R,1,H,casts001
ANA201706140,6,R,B,H,sancg002
ANA201706140,12,R,3,H,maybc001
ANA201706140,19,R,1,H,youne003
ANA201706140,19,R,B,H,espid001
ANA201706140,30,R(NR),3,H,pujoa001
ANA201706140,31,R,2,H,simma001
ANA201706140,36,PO,1,2,gregd001
ANA201706140,37,PO,2,2,
ANA201706140,46,PO,2,H,judga001
ANA201706140,53,R(UR),2,H,sancg002
ANA201706140,53,PO,B,2,headc001
ANA201706140,58,SB,1,2,maybc001
ANA201706140,70,R,1,H,valbl001
ANA201706140,70,R,B,H,simma001
ANA201706140,72,SB,1,2,youne003
ANA201706150,7,R(UR),2,H,calhk001
ANA201706150,12,R(NR),1,H,escoa003
ANA201706150,13,R,2,H,gorda001
ANA201706150,19,R,B,H,cainl001
ANA201706150,29,R,B,H,gorda001
ANA201706150,52,R,2,H,maybc001
ANA201706150,56,R,1,H,cainl001
ANA201706150,58,R,3,H,hosme001
ANA201706150,58,R,2,H,peres002
ANA201706160,17,R,B,H,cainl001
ANA201706160,31,PO,1,1,merrw001
ANA201706160,32,R,3,H,gorda001
ANA201706160,43,R,B,H,pennc001
ANA201706160,57,R,B,H,cainl001
ANA201706170,3,R,B,H,maybc001
ANA201706170,26,SB,1,2,cainl001
ANA201706170,32,R,3,H,valbl001
ANA201706170,32,R,2,H,simma001
ANA201706170,32,PO,1,3,maldm001
ANA201706170,38,R,1,H,calhk001
ANA201706170,38,R,B,H,pujoa001
ANA201706170,46,SB,1,2,cainl001
ANA201706170,52,CS,1,2,maldm001
ANA201706170,58,SB,2,3,maybc001
ANA201706170,59,R,3,H,maybc001
ANA201706170,62,R,2,H,pujoa001
ANA201706170,62,R,1,H,escoy001
ANA201706170,62,R,B,H,valbl001
ANA201706180,1,SB,1,2,torrr002
ANA201706180,5,R,1,H,maybc001
ANA201706180,8,R,3,H,calhk001
ANA201706180,9,SB,1,2,simma001
ANA201706180,24,R,3,H,torrr002
ANA201706180,24,R,2,H,cainl001
ANA201706180,24,R,1,H,hosme001
ANA201706180,37,R,3,H,gorda001
ANA201706180,38,R,3,H,torrr002
ANA201706180,38,R,1,H,bonij002
ANA201706180,38,R,B,H,peres002
ANA201706180,42,CS,1,2,espid001
ANA201706180,60,R,3,H,escoy001
ANA201706180,61,SB,2,3,simma001
ANA201706180,61,SB,1,2,cronc002
ANA201706280,45,R,2,H,calhk001
ANA201706280,45,R,B,H,simma001
ANA201706280,60,R,B,H,thomt002
ANA201706280,73,R,B,H,grany001
ANA201706280,80,R(UR)(NR),2,H,reveb001
ANA201706290,15,R(UR),3,H,forsl001
ANA201706290,16,PO,3,H,puigy001
ANA201706290,26,R(UR),3,H,maybc001
ANA201706290,31,R,B,H,puigy001
ANA201706290,33,R,B,H,utlec001
ANA201706290,41,R,3,H,turnj001
ANA201706290,41,R,2,H,bellc002
ANA201706290,41,R,B,H,pedej001
ANA201706290,66,R,2,H,pennc001
ANA201706300,9,PO,1,1,seagk001
ANA201706300,15,R,B,H,zunim001
ANA201706300,25,PO,2,2,seagk001
ANA201706300,31,PO(E),2,3,dysoj001
ANA201706300,32,R,3,H,dysoj001
ANA201706300,34,R,3,H,seguj002
ANA201706300,34,R,1,H,gameb001
ANA201706300,34,R,B,H,canor001
ANA201706300,51,R,1,H,gameb001
ANA201706300,51,R,B,H,canor001
ANA201706300,64,R,3,H,hanim001
ANA201706300,64,R,2,H,dysoj001
ANA201706300,78,R,B,H,seagk001
ANA201707010,4,CS,1,2,maybc001
ANA201707010,7,PO,B,2,cruzn002
ANA201707010,11,R,B,H,simma001
ANA201707010,18,SB,1,2,reveb001
ANA201707010,20,R,3,H,reveb001
ANA201707010,53,R(NR),3,H,escoy001
ANA201707010,54,R,3,H,valbl001
ANA201707020,15,R,3,H,hereg002
ANA201707020,30,R,1,H,poweb002
ANA201707020,31,PO,2,2,seguj002
ANA201707020,42,CS,1,2,espid001
ANA201707020,51,R,2,H,calhk001
ANA201707020,57,R,2,H,seguj002
ANA201707020,57,R,1,H,gameb001
ANA201707020,57,R,B,H,canor001
ANA201707020,66,R,3,H,maldm001
ANA201707020,68,R,3,H,valbl001
ANA201707020,70,SB,1,2,reveb001
ANA201707140,2,R,B,H,longe001
ANA201707140,10,R,B,H,pujoa001
ANA201707140,21,CS,1,2,maybc001
ANA201707140,24,SB,1,2,troum001
ANA201707140,78,R,1,H,ramow001
ANA201707150,12,R,3,H,hecha001
ANA201707150,20,R,3,H,dickc002
ANA201707150,20,R,B,H,morrl001
ANA201707150,25,PO,1,1,pennc001
ANA201707150,29,R,2,H,petes002
ANA201707150,38,PO,1,1,morrl001
ANA201707150,53,SB,1,2,smitm007
ANA201707150,55,R,3,H,smitm007
ANA201707150,56,SB,1,2,dickc002
ANA201707150,60,R,B,H,valbl001
ANA201707150,63,R,B,H,souzs001
ANA201707150,84,R,1,H,escoy001
ANA201707150,84,R,B,H,valbl001
ANA201707160,10,PO,B,2,souzs001
ANA201707160,20,PO,1,1,
ANA201707160,39,R,2,H,frann001
ANA201707160,46,R,3,H,simma001
ANA201707160,50,R,1,H,longe001
ANA201707160,50,R,B,H,morrl001
ANA201707160,54,CS,1,2,millb002
ANA201707160,57,PO,B,2,calhk001
ANA201707160,69,R,1,H,simma001
ANA201707160,69,R,B,H,cronc002
ANA201707160,78,R,3,H,longe001
ANA201707180,2,R,B,H,harpb003
ANA201707180,5,CS,1,2,maybc001
ANA201707180,7,R,B,H,troum001
ANA201707180,20,PO,B,2,harpb003
ANA201707180,41,R,B,H,maldm001
ANA201707180,44,CS,1,2,reveb001
ANA201707180,46,R,B,H,renda001
ANA201707180,59,R,3,H,harpb003
ANA201707180,67,R,B,H,linda001
ANA201707180,77,R,3,H,
ANA201707190,5,R,2,H,escoy001
ANA201707190,7,R,3,H,troum001
ANA201707190,41,R,1,H,pujoa001
ANA201707190,41,R,B,H,cronc002
ANA201707190,51,SB,1,2,reveb001
ANA201707190,52,R,3,H,reveb001
ANA201707190,53,R,1,H,escoy001
ANA201707190,53,R,B,H,troum001
ANA201707210,1,R,2,H,bettm001
ANA201707210,3,R,3,H,benia002
ANA201707210,5,R(NR),3,H,morem001
ANA201707210,6,R,2,H,ramih003
ANA201707210,7,R,1,H,bogax001
ANA201707210,7,PO,B,2,bradj001
ANA201707210,30,R,3,H,bradj001
ANA201707210,60,R,B,H,maldm001
ANA201707210,79,DI,1,2,maldm001
ANA201707210,80,R,2,H,maldm001
ANA201707210,82,DI,1,2,reveb001
ANA201707220,3,R,2,H,benia002
ANA201707220,13,R(UR),3,H,vazqc001
ANA201707220,14,R(UR),2,H,bettm001
ANA201707220,26,R,2,H,
ANA201707220,26,R,1,H,troum001
ANA201707220,28,R,2,H,pujoa001
ANA201707220,28,R,B,H,simma001
ANA201707220,43,R,2,H,pujoa001
ANA201707220,43,PO,1,3,cronc002
ANA201707220,45,R(UR),2,H,simma001
ANA201707220,46,CS,3,H,calhk001
ANA201707220,56,SB,1,2,reveb001
ANA201707220,57,R,2,H,reveb001
ANA201707220,59,SB,1,2,troum001
ANA201707230,24,R,B,H,simma001
ANA201707230,33,R,2,H,leons001
ANA201707230,40,R,B,H,ramih003
ANA201707230,42,R,B,H,troum001
ANA201707230,50,R,B,H,valbl001
ANA201708010,4,R,3,H,hernc005
ANA201708010,27,PO,2,H,escoy001
ANA201708010,34,SB,1,2,reveb001
ANA201708010,43,R,2,H,escoy001
ANA201708010,43,R,1,H,troum001
ANA201708010,64,R,2,H,cowak001
ANA201708010,64,R,1,H,troum001
ANA201708010,64,R,B,H,pujoa001
ANA201708010,67,SB,1,2,
ANA201708010,80,R(NR),2,H,pennc001
ANA201708010,80,SB,2,3,pennc001
ANA201708010,80,SB,1,2,cowak001
ANA201708010,81,R(UR),3,H,cowak001
ANA201708020,2,SB,1,2,hernc005
ANA201708020,8,SB,1,2,reveb001
ANA201708020,20,CS,1,2,galvf001
ANA201708020,23,R,3,H,maldm001
ANA201708020,24,R(UR),1,H,reveb001
ANA201708020,24,R,B,H,troum001
ANA201708020,27,R(UR),2,H,pujoa001
ANA201708020,28,R(UR),2,H,simma001
ANA201708020,28,R(UR),B,H,cronc002
ANA201708020,28,R,B,H,cronc002
ANA201708020,29,R(UR),B,H,cowak001
ANA201708020,29,R,B,H,cowak001
ANA201708030,5,SB,1,2,reveb001
ANA201708030,6,R,2,H,reveb001
ANA201708030,6,R,B,H,troum001
ANA201708030,10,SB,1,2,simma001
ANA201708030,15,R,1,H,herro001
ANA201708030,15,R,B,H,willn001
ANA201708030,19,R,3,H,kim-h001
ANA201708030,19,R,2,H,hernc005
ANA201708030,40,R,3,H,cowak001
ANA201708030,59,PO,1,1,galvf001
ANA201708030,76,R,3,H,valbl001
ANA201708030,80,R(NR),3,H,simma001
ANA201708040,10,R(UR),2,H,alony001
ANA201708040,10,R(UR),1,H,healr001
ANA201708040,10,R(UR),B,H,chapm001
ANA201708040,10,R,B,H,chapm001
ANA201708040,14,R,3,H,calhk001
ANA201708040,19,R(UR)(NR),3,H,simma001
ANA201708040,41,R,3,H,brugj001
ANA201708040,41,R,2,H,joycm001
ANA201708040,53,R,3,H,chapm001
ANA201708040,60,SB,1,2,
ANA201708040,62,R,3,H,simma001
ANA201708040,62,R,2,H,
ANA201708040,77,R,3,H,calhk001
ANA201708040,77,R,2,H,simma001
ANA201708040,79,R,3,H,reveb001
ANA201708040,80,R,2,H,
ANA201708050,1,SB,1,2,davir003
ANA201708050,3,SB,2,3,davir003
ANA201708050,5,R(NR),3,H,davir003
ANA201708050,20,PO,B,2,davir003
ANA201708050,32,R,3,H,pindc001
ANA201708050,32,R,2,H,chapm001
ANA201708050,51,R(UR)(NR),2,H,chapm001
ANA201708050,52,SB,3,H,canhm001
ANA201708050,52,R,3,H,canhm001
ANA201708050,52,SB,1,2,davir003
ANA201708060,5,R,B,H,escoy001
ANA201708060,23,R,B,H,troum001
ANA201708060,27,R,2,H,pindc001
ANA201708060,29,R,2,H,chapm001
ANA201708060,29,R,1,H,maxwb001
ANA201708060,29,R,B,H,canhm001
ANA201708060,38,R,3,H,simma001
ANA201708060,38,R,2,H,calhk001
ANA201708060,39,R,3,H,robis001
ANA201708060,39,R(UR),2,H,gratj001
ANA201708060,43,SB,1,2,troum001
ANA201708060,50,R(NR),3,H,healr001
ANA201708060,54,R,2,H,simma001
ANA201708060,57,R,3,H,calhk001
ANA201708060,58,SB,2,3,reveb001
ANA201708060,71,R,3,H,escoy001
ANA201708060,74,R(UR)(NR),3,H,troum001
ANA201708060,77,R,B,H,pindc001
ANA201708060,92,R,1,H,lowrj001
ANA201708060,92,R,B,H,davik003
ANA201708060,95,R,2,H,healr001
ANA201708060,97,R,3,H,pindc001
ANA201708060,97,R,2,H,chapm001
ANA201708070,26,R,3,H,troum001
ANA201708070,30,PO(E),1,2,beckt001
ANA201708070,33,R,3,H,beckt001
ANA201708070,34,R,3,H,smits002
ANA201708070,35,SB,1,2,rickj001
ANA201708070,44,R,B,H,troum001
ANA201708070,52,R,3,H,smits002
ANA201708070,52,R,2,H,castw002
ANA201708070,52,R,1,H,jonea003
ANA201708070,52,R,B,H,machm001
ANA201708070,66,SB,1,2,cowak001
ANA201708070,76,DI,1,2,simma001
ANA201708080,12,SB,1,2,simma001
ANA201708080,14,R,2,H,simma001
ANA201708080,32,R,3,H,beckt001
ANA201708080,33,PO,3,H,smits002
ANA201708080,48,PO,2,3,smits002
ANA201708080,52,R,2,H,calhk001
ANA201708080,53,R,3,H,simma001
ANA201708080,73,R,B,H,josec002
ANA201708090,5,PO,1,1,troum001
ANA201708090,15,R,B,H,castw002
ANA201708090,22,R,3,H,cowak001
ANA201708090,29,R,2,H,cronc002
ANA201708090,30,SB,1,2,puelc001
ANA201708090,32,SB,2,3,puelc001
ANA201708090,40,CS,1,2,troum001
ANA201708090,46,PO,1,H,rickj001
ANA201708090,49,R,1,H,calhk001
ANA201708090,49,R,B,H,cronc002
ANA201708090,73,R,3,H,calhk001
ANA201708210,4,R(UR),3,H,deshd002
ANA201708210,16,R,3,H,cronc002
ANA201708210,20,SB,1,2,
ANA201708210,21,R,2,H,
ANA201708210,23,R,2,H,choos001
ANA201708210,23,R,1,H,andre001
ANA201708210,23,R,B,H,belta001
ANA201708210,36,SB,1,2,simma001
ANA201708210,50,SB,1,2,troum001
ANA201708210,52,R,3,H,troum001
ANA201708210,69,SB,1,2,maybc001
ANA201708210,83,R,3,H,calhk001
ANA201708220,7,R,1,H,troum001
ANA201708220,20,SB,1,2,reveb001
ANA201708220,40,R,3,H,cowak001
