game_id,var,value
TOR201704140,fieldcond,dry
TOR201704140,precip,none
TOR201704140,sky,dome
TOR201704140,timeofgame,198
TOR201704140,attendance,39547
TOR201704140,wp,milew001
TOR201704140,lp,sanca006
TOR201704140,save,britz001
TOR201704140,hometeam_score,3
TOR201704140,awayteam_score,6
TOR201704150,visteam,BAL
TOR201704150,hometeam,TOR
TOR201704150,site,TOR02
TOR201704150,date,2017/04/15
TOR201704150,number,0
TOR201704150,starttime,1:09PM
TOR201704150,daynight,day
TOR201704150,usedh,true
TOR201704150,umphome,reynj901
TOR201704150,ump1b,knigb901
TOR201704150,ump2b,barrl901
TOR201704150,ump3b,lentn901
TOR201704150,howscored,park
TOR201704150,pitches,pitches
TOR201704150,oscorer,lajor701
TOR201704150,temp,68
TOR201704150,winddir,unknown
TOR201704150,windspeed,0
TOR201704150,fieldcond,dry
TOR201704150,precip,none
TOR201704150,sky,dome
TOR201704150,timeofgame,159
TOR201704150,attendance,40743
TOR201704150,wp,osunr001
TOR201704150,lp,wilst004
TOR201704150,save,
TOR201704150,hometeam_score,1
TOR201704150,awayteam_score,1
TOR201704160,visteam,BAL
TOR201704160,hometeam,TOR
TOR201704160,site,TOR02
TOR201704160,date,2017/04/16
TOR201704160,number,0
TOR201704160,starttime,1:07PM
TOR201704160,daynight,day
TOR201704160,usedh,true
TOR201704160,umphome,knigb901
TOR201704160,ump1b,barrl901
TOR201704160,ump2b,lentn901
TOR201704160,ump3b,reynj901
TOR201704160,howscored,park
TOR201704160,pitches,pitches
TOR201704160,oscorer,lajor701
TOR201704160,temp,68
TOR201704160,winddir,unknown
TOR201704160,windspeed,0
TOR201704160,fieldcond,dry
TOR201704160,precip,none
TOR201704160,sky,dome
TOR201704160,timeofgame,210
TOR201704160,attendance,38188
TOR201704160,wp,bundd001
TOR201704160,lp,happj001
TOR201704160,save,
TOR201704160,hometeam_score,2
TOR201704160,awayteam_score,11
TOR201704180,visteam,BOS
TOR201704180,hometeam,TOR
TOR201704180,site,TOR02
TOR201704180,date,2017/04/18
TOR201704180,number,0
TOR201704180,starttime,7:09PM
TOR201704180,daynight,night
TOR201704180,usedh,true
TOR201704180,umphome,diazl901
TOR201704180,ump1b,eddid901
TOR201704180,ump2b,blasc901
TOR201704180,ump3b,nelsj901
TOR201704180,howscored,park
TOR201704180,pitches,pitches
TOR201704180,oscorer,moreh701
TOR201704180,temp,68
TOR201704180,winddir,unknown
TOR201704180,windspeed,0
TOR201704180,fieldcond,dry
TOR201704180,precip,none
TOR201704180,sky,dome
TOR201704180,timeofgame,228
TOR201704180,attendance,29281
TOR201704180,wp,johnb004
TOR201704180,lp,strom001
TOR201704180,save,
TOR201704180,hometeam_score,4
TOR201704180,awayteam_score,8
TOR201704190,visteam,BOS
TOR201704190,hometeam,TOR
TOR201704190,site,TOR02
TOR201704190,date,2017/04/19
TOR201704190,number,0
TOR201704190,starttime,7:08PM
TOR201704190,daynight,night
TOR201704190,usedh,true
TOR201704190,umphome,eddid901
TOR201704190,ump1b,blasc901
TOR201704190,ump2b,nelsj901
TOR201704190,ump3b,diazl901
TOR201704190,howscored,park
TOR201704190,pitches,pitches
TOR201704190,oscorer,moreh701
TOR201704190,temp,68
TOR201704190,winddir,unknown
TOR201704190,windspeed,0
TOR201704190,fieldcond,dry
TOR201704190,precip,none
TOR201704190,sky,dome
TOR201704190,timeofgame,165
TOR201704190,attendance,30842
TOR201704190,wp,lirif001
TOR201704190,lp,porcr001
TOR201704190,save,osunr001
TOR201704190,hometeam_score,3
TOR201704190,awayteam_score,0
TOR201704200,visteam,BOS
TOR201704200,hometeam,TOR
TOR201704200,site,TOR02
TOR201704200,date,2017/04/20
TOR201704200,number,0
TOR201704200,starttime,12:37PM
TOR201704200,daynight,day
TOR201704200,usedh,true
TOR201704200,umphome,blasc901
TOR201704200,ump1b,nelsj901
TOR201704200,ump2b,diazl901
TOR201704200,ump3b,eddid901
TOR201704200,howscored,park
TOR201704200,pitches,pitches
TOR201704200,oscorer,moreh701
TOR201704200,temp,68
TOR201704200,winddir,unknown
TOR201704200,windspeed,0
TOR201704200,fieldcond,dry
TOR201704200,precip,none
TOR201704200,sky,dome
TOR201704200,timeofgame,187
TOR201704200,attendance,44283
TOR201704200,wp,kimbc001
TOR201704200,lp,grilj001
TOR201704200,save,
TOR201704200,hometeam_score,1
TOR201704200,awayteam_score,4
TOR201704280,visteam,TBA
TOR201704280,hometeam,TOR
TOR201704280,site,TOR02
TOR201704280,date,2017/04/28
TOR201704280,number,0
TOR201704280,starttime,7:08PM
TOR201704280,daynight,night
TOR201704280,usedh,true
TOR201704280,umphome,reybd901
TOR201704280,ump1b,holbs901
TOR201704280,ump2b,wolfj901
TOR201704280,ump3b,whitc901
TOR201704280,howscored,park
TOR201704280,pitches,pitches
TOR201704280,oscorer,lajor701
TOR201704280,temp,68
TOR201704280,winddir,unknown
TOR201704280,windspeed,0
TOR201704280,fieldcond,dry
TOR201704280,precip,none
TOR201704280,sky,dome
TOR201704280,timeofgame,196
TOR201704280,attendance,36256
TOR201704280,wp,pruia001
TOR201704280,lp,grilj001
TOR201704280,save,whitc001
TOR201704280,hometeam_score,3
TOR201704280,awayteam_score,7
TOR201704290,visteam,TBA
TOR201704290,hometeam,TOR
TOR201704290,site,TOR02
TOR201704290,date,2017/04/29
TOR201704290,number,0
TOR201704290,starttime,1:08PM
TOR201704290,daynight,day
TOR201704290,usedh,true
TOR201704290,umphome,holbs901
TOR201704290,ump1b,wolfj901
TOR201704290,ump2b,whitc901
TOR201704290,ump3b,reybd901
TOR201704290,howscored,park
TOR201704290,pitches,pitches
TOR201704290,oscorer,lajor701
TOR201704290,temp,68
TOR201704290,winddir,unknown
TOR201704290,windspeed,0
TOR201704290,fieldcond,dry
TOR201704290,precip,none
TOR201704290,sky,dome
TOR201704290,timeofgame,182
TOR201704290,attendance,42419
TOR201704290,wp,lirif001
TOR201704290,lp,andrm001
TOR201704290,save,osunr001
TOR201704290,hometeam_score,4
TOR201704290,awayteam_score,1
TOR201704300,visteam,TBA
TOR201704300,hometeam,TOR
TOR201704300,site,TOR02
TOR201704300,date,2017/04/30
TOR201704300,number,0
TOR201704300,starttime,1:07PM
TOR201704300,daynight,day
TOR201704300,usedh,true
TOR201704300,umphome,wolfj901
TOR201704300,ump1b,whitc901
TOR201704300,ump2b,reybd901
TOR201704300,ump3b,holbs901
TOR201704300,howscored,park
TOR201704300,pitches,pitches
TOR201704300,oscorer,lajor701
TOR201704300,temp,68
TOR201704300,winddir,unknown
TOR201704300,windspeed,0
TOR201704300,fieldcond,dry
TOR201704300,precip,none
TOR201704300,sky,dome
TOR201704300,timeofgame,182
TOR201704300,attendance,42986
TOR201704300,wp,howej003
TOR201704300,lp,coloa001
TOR201704300,save,osunr001
TOR201704300,hometeam_score,3
TOR201704300,awayteam_score,1
TOR201705080,visteam,CLE
TOR201705080,hometeam,TOR
TOR201705080,site,TOR02
TOR201705080,date,2017/05/08
TOR201705080,number,0
TOR201705080,starttime,7:08PM
TOR201705080,daynight,night
TOR201705080,usedh,true
TOR201705080,umphome,rippm901
TOR201705080,ump1b,cuzzp901
TOR201705080,ump2b,carav901
TOR201705080,ump3b,hallt901
TOR201705080,howscored,park
TOR201705080,pitches,pitches
TOR201705080,oscorer,moreh701
TOR201705080,temp,68
TOR201705080,winddir,unknown
TOR201705080,windspeed,0
TOR201705080,fieldcond,dry
TOR201705080,precip,none
TOR201705080,sky,dome
TOR201705080,timeofgame,175
TOR201705080,attendance,40014
TOR201705080,wp,strom001
TOR201705080,lp,bauet001
TOR201705080,save,osunr001
TOR201705080,hometeam_score,4
TOR201705080,awayteam_score,2
TOR201705090,visteam,CLE
TOR201705090,hometeam,TOR
TOR201705090,site,TOR02
TOR201705090,date,2017/05/09
TOR201705090,number,0
TOR201705090,starttime,7:08PM
TOR201705090,daynight,night
TOR201705090,usedh,true
TOR201705090,umphome,cuzzp901
TOR201705090,ump1b,carav901
TOR201705090,ump2b,hallt901
TOR201705090,ump3b,rippm901
TOR201705090,howscored,park
TOR201705090,pitches,pitches
TOR201705090,oscorer,moreh701
TOR201705090,temp,68
TOR201705090,winddir,unknown
TOR201705090,windspeed,0
TOR201705090,fieldcond,dry
TOR201705090,precip,none
TOR201705090,sky,dome
TOR201705090,timeofgame,166
TOR201705090,attendance,32688
TOR201705090,wp,carrc003
TOR201705090,lp,bolsm001
TOR201705090,save,
TOR201705090,hometeam_score,0
TOR201705090,awayteam_score,6
TOR201705100,visteam,CLE
TOR201705100,hometeam,TOR
TOR201705100,site,TOR02
TOR201705100,date,2017/05/10
TOR201705100,number,0
TOR201705100,starttime,7:07PM
TOR201705100,daynight,night
TOR201705100,usedh,true
TOR201705100,umphome,carav901
TOR201705100,ump1b,hallt901
TOR201705100,ump2b,rippm901
TOR201705100,ump3b,cuzzp901
TOR201705100,howscored,park
TOR201705100,pitches,pitches
TOR201705100,oscorer,moreh701
TOR201705100,temp,68
TOR201705100,winddir,unknown
TOR201705100,windspeed,0
TOR201705100,fieldcond,dry
TOR201705100,precip,none
TOR201705100,sky,dome
TOR201705100,timeofgame,211
TOR201705100,attendance,35115
TOR201705100,wp,osunr001
TOR201705100,lp,allec002
TOR201705100,save,
TOR201705100,hometeam_score,7
TOR201705100,awayteam_score,7
TOR201705110,visteam,SEA
TOR201705110,hometeam,TOR
TOR201705110,site,TOR02
TOR201705110,date,2017/05/11
TOR201705110,number,0
TOR201705110,starttime,7:07PM
TOR201705110,daynight,night
TOR201705110,usedh,true
TOR201705110,umphome,tumpj901
TOR201705110,ump1b,barrt901
TOR201705110,ump2b,herna901
TOR201705110,ump3b,barkl901
TOR201705110,howscored,park
TOR201705110,pitches,pitches
TOR201705110,oscorer,lajor701
TOR201705110,temp,68
TOR201705110,winddir,unknown
TOR201705110,windspeed,0
TOR201705110,fieldcond,dry
TOR201705110,precip,none
TOR201705110,sky,dome
TOR201705110,timeofgame,165
TOR201705110,attendance,29120
TOR201705110,wp,estrm001
TOR201705110,lp,dejoc001
TOR201705110,save,
TOR201705110,hometeam_score,7
TOR201705110,awayteam_score,2
TOR201705120,visteam,SEA
TOR201705120,hometeam,TOR
TOR201705120,site,TOR02
TOR201705120,date,2017/05/12
TOR201705120,number,0
TOR201705120,starttime,7:08PM
TOR201705120,daynight,night
TOR201705120,usedh,true
TOR201705120,umphome,barrt901
TOR201705120,ump1b,herna901
TOR201705120,ump2b,barkl901
TOR201705120,ump3b,tumpj901
TOR201705120,howscored,park
TOR201705120,pitches,pitches
TOR201705120,oscorer,lajor701
TOR201705120,temp,68
TOR201705120,winddir,unknown
TOR201705120,windspeed,0
TOR201705120,fieldcond,dry
TOR201705120,precip,none
TOR201705120,sky,dome
TOR201705120,timeofgame,156
TOR201705120,attendance,32865
TOR201705120,wp,biagj001
TOR201705120,lp,bergc001
TOR201705120,save,
TOR201705120,hometeam_score,4
TOR201705120,awayteam_score,0
TOR201705130,visteam,SEA
TOR201705130,hometeam,TOR
TOR201705130,site,TOR02
TOR201705130,date,2017/05/13
TOR201705130,number,0
TOR201705130,starttime,1:08PM
TOR201705130,daynight,day
TOR201705130,usedh,true
TOR201705130,umphome,herna901
TOR201705130,ump1b,barkl901
TOR201705130,ump2b,tumpj901
TOR201705130,ump3b,barrt901
TOR201705130,howscored,park
TOR201705130,pitches,pitches
TOR201705130,oscorer,lajor701
TOR201705130,temp,68
TOR201705130,winddir,unknown
TOR201705130,windspeed,0
TOR201705130,fieldcond,dry
TOR201705130,precip,none
TOR201705130,sky,dome
TOR201705130,timeofgame,205
TOR201705130,attendance,42346
TOR201705130,wp,leond003
TOR201705130,lp,vincn001
TOR201705130,save,
TOR201705130,hometeam_score,7
TOR201705130,awayteam_score,2
TOR201705140,visteam,SEA
TOR201705140,hometeam,TOR
TOR201705140,site,TOR02
TOR201705140,date,2017/05/14
TOR201705140,number,0
TOR201705140,starttime,1:09PM
TOR201705140,daynight,day
TOR201705140,usedh,true
TOR201705140,umphome,barkl901
TOR201705140,ump1b,tumpj901
TOR201705140,ump2b,barrt901
TOR201705140,ump3b,herna901
TOR201705140,howscored,park
TOR201705140,pitches,pitches
TOR201705140,oscorer,lajor701
TOR201705140,temp,68
TOR201705140,winddir,unknown
TOR201705140,windspeed,0
TOR201705140,fieldcond,dry
TOR201705140,precip,none
TOR201705140,sky,dome
TOR201705140,timeofgame,197
TOR201705140,attendance,42030
TOR201705140,wp,teper001
TOR201705140,lp,diaze006
TOR201705140,save,
TOR201705140,hometeam_score,2
TOR201705140,awayteam_score,2
TOR201705150,visteam,ATL
TOR201705150,hometeam,TOR
TOR201705150,site,TOR02
TOR201705150,date,2017/05/15
TOR201705150,number,0
TOR201705150,starttime,7:08PM
TOR201705150,daynight,night
TOR201705150,usedh,true
TOR201705150,umphome,wolcq901
TOR201705150,ump1b,barrs901
TOR201705150,ump2b,onorb901
TOR201705150,ump3b,emmep901
TOR201705150,howscored,park
TOR201705150,pitches,pitches
TOR201705150,oscorer,moreh701
TOR201705150,temp,68
TOR201705150,winddir,unknown
TOR201705150,windspeed,0
TOR201705150,fieldcond,dry
TOR201705150,precip,none
TOR201705150,sky,dome
TOR201705150,timeofgame,195
TOR201705150,attendance,29766
TOR201705150,wp,colob001
TOR201705150,lp,bolsm001
TOR201705150,save,
TOR201705150,hometeam_score,4
TOR201705150,awayteam_score,10
TOR201705160,visteam,ATL
TOR201705160,hometeam,TOR
TOR201705160,site,TOR02
TOR201705160,date,2017/05/16
TOR201705160,number,0
TOR201705160,starttime,4:08PM
TOR201705160,daynight,day
TOR201705160,usedh,true
TOR201705160,umphome,barrs901
TOR201705160,ump1b,onorb901
TOR201705160,ump2b,emmep901
TOR201705160,ump3b,wolcq901
TOR201705160,howscored,park
TOR201705160,pitches,pitches
TOR201705160,oscorer,moreh701
TOR201705160,temp,68
TOR201705160,winddir,unknown
TOR201705160,windspeed,0
TOR201705160,fieldcond,dry
TOR201705160,precip,none
TOR201705160,sky,dome
TOR201705160,timeofgame,187
TOR201705160,attendance,34431
TOR201705160,wp,ramij004
TOR201705160,lp,barnd002
TOR201705160,save,
TOR201705160,hometeam_score,5
TOR201705160,awayteam_score,9
TOR201705260,visteam,TEX
TOR201705260,hometeam,TOR
TOR201705260,site,TOR02
TOR201705260,date,2017/05/26
TOR201705260,number,0
TOR201705260,starttime,7:08PM
TOR201705260,daynight,night
TOR201705260,usedh,true
TOR201705260,umphome,porta901
TOR201705260,ump1b,westj901
TOR201705260,ump2b,wendh902
TOR201705260,ump3b,fleta901
TOR201705260,howscored,park
TOR201705260,pitches,pitches
TOR201705260,oscorer,lajor701
TOR201705260,temp,68
TOR201705260,winddir,unknown
TOR201705260,windspeed,0
TOR201705260,fieldcond,dry
TOR201705260,precip,none
TOR201705260,sky,dome
TOR201705260,timeofgame,210
TOR201705260,attendance,40754
TOR201705260,wp,loupa001
TOR201705260,lp,grifa002
TOR201705260,save,osunr001
TOR201705260,hometeam_score,7
TOR201705260,awayteam_score,3
TOR201705270,visteam,TEX
TOR201705270,hometeam,TOR
TOR201705270,site,TOR02
TOR201705270,date,2017/05/27
TOR201705270,number,0
TOR201705270,starttime,1:09PM
TOR201705270,daynight,day
TOR201705270,usedh,true
TOR201705270,umphome,westj901
TOR201705270,ump1b,wendh902
TOR201705270,ump2b,fleta901
TOR201705270,ump3b,porta901
TOR201705270,howscored,park
TOR201705270,pitches,pitches
TOR201705270,oscorer,lajor701
TOR201705270,temp,68
TOR201705270,winddir,unknown
TOR201705270,windspeed,0
TOR201705270,fieldcond,dry
TOR201705270,precip,none
TOR201705270,sky,dome
TOR201705270,timeofgame,196
TOR201705270,attendance,46825
TOR201705270,wp,estrm001
TOR201705270,lp,darvy001
TOR201705270,save,osunr001
TOR201705270,hometeam_score,3
TOR201705270,awayteam_score,1
TOR201705280,visteam,TEX
TOR201705280,hometeam,TOR
TOR201705280,site,TOR02
TOR201705280,date,2017/05/28
TOR201705280,number,0
TOR201705280,starttime,1:09PM
TOR201705280,daynight,day
TOR201705280,usedh,true
TOR201705280,umphome,wendh902
TOR201705280,ump1b,fleta901
TOR201705280,ump2b,porta901
TOR201705280,ump3b,westj901
TOR201705280,howscored,park
TOR201705280,pitches,pitches
TOR201705280,oscorer,lajor701
TOR201705280,temp,60
TOR201705280,winddir,rtol
TOR201705280,windspeed,14
TOR201705280,fieldcond,unknown
TOR201705280,precip,unknown
TOR201705280,sky,cloudy
TOR201705280,timeofgame,173
TOR201705280,attendance,46188
TOR201705280,wp,casha001
TOR201705280,lp,biagj001
TOR201705280,save,bushm001
TOR201705280,hometeam_score,1
TOR201705280,awayteam_score,3
TOR201705290,visteam,CIN
TOR201705290,hometeam,TOR
TOR201705290,site,TOR02
TOR201705290,date,2017/05/29
TOR201705290,number,0
TOR201705290,starttime,7:08PM
TOR201705290,daynight,night
TOR201705290,usedh,true
TOR201705290,umphome,demud901
TOR201705290,ump1b,guccc901
TOR201705290,ump2b,torrc901
TOR201705290,ump3b,nauep901
TOR201705290,howscored,park
TOR201705290,pitches,pitches
TOR201705290,oscorer,moreh701
TOR201705290,temp,68
TOR201705290,winddir,unknown
TOR201705290,windspeed,0
TOR201705290,fieldcond,dry
TOR201705290,precip,none
TOR201705290,sky,dome
TOR201705290,timeofgame,186
TOR201705290,attendance,29844
TOR201705290,wp,strom001
TOR201705290,lp,bonil001
TOR201705290,save,
TOR201705290,hometeam_score,17
TOR201705290,awayteam_score,2
TOR201705300,visteam,CIN
TOR201705300,hometeam,TOR
TOR201705300,site,TOR02
TOR201705300,date,2017/05/30
TOR201705300,number,0
TOR201705300,starttime,7:07PM
TOR201705300,daynight,night
TOR201705300,usedh,true
TOR201705300,umphome,guccc901
TOR201705300,ump1b,torrc901
TOR201705300,ump2b,nauep901
TOR201705300,ump3b,demud901
TOR201705300,howscored,park
TOR201705300,pitches,pitches
TOR201705300,oscorer,lajor701
TOR201705300,temp,68
TOR201705300,winddir,unknown
TOR201705300,windspeed,0
TOR201705300,fieldcond,dry
TOR201705300,precip,none
TOR201705300,sky,dome
TOR201705300,timeofgame,173
TOR201705300,attendance,32747
TOR201705300,wp,smitj002
TOR201705300,lp,woodb004
TOR201705300,save,osunr001
TOR201705300,hometeam_score,6
TOR201705300,awayteam_score,4
TOR201705310,visteam,CIN
TOR201705310,hometeam,TOR
TOR201705310,site,TOR02
TOR201705310,date,2017/05/31
TOR201705310,number,0
TOR201705310,starttime,12:37PM
TOR201705310,daynight,day
TOR201705310,usedh,true
TOR201705310,umphome,torrc901
TOR201705310,ump1b,nauep901
TOR201705310,ump2b,demud901
TOR201705310,ump3b,guccc901
TOR201705310,howscored,park
TOR201705310,pitches,pitches
TOR201705310,oscorer,lajor701
TOR201705310,temp,68
TOR201705310,winddir,unknown
TOR201705310,windspeed,0
TOR201705310,fieldcond,dry
TOR201705310,precip,none
TOR201705310,sky,dome
TOR201705310,timeofgame,173
TOR201705310,attendance,44058
TOR201705310,wp,grilj001
TOR201705310,lp,peraw002
TOR201705310,save,osunr001
TOR201705310,hometeam_score,5
TOR201705310,awayteam_score,3
TOR201706010,visteam,NYA
TOR201706010,hometeam,TOR
TOR201706010,site,TOR02
TOR201706010,date,2017/06/01
TOR201706010,number,0
TOR201706010,starttime,7:08PM
TOR201706010,daynight,night
TOR201706010,usedh,true
TOR201706010,umphome,morag901
TOR201706010,ump1b,johna901
TOR201706010,ump2b,coope901
TOR201706010,ump3b,cedeg901
TOR201706010,howscored,park
TOR201706010,pitches,pitches
TOR201706010,oscorer,lajor701
TOR201706010,temp,63
TOR201706010,winddir,ltor
TOR201706010,windspeed,11
TOR201706010,fieldcond,unknown
TOR201706010,precip,unknown
TOR201706010,sky,unknown
TOR201706010,timeofgame,190
TOR201706010,attendance,37722
TOR201706010,wp,sabac001
TOR201706010,lp,estrm001
TOR201706010,save,
TOR201706010,hometeam_score,2
TOR201706010,awayteam_score,12
TOR201706020,visteam,NYA
TOR201706020,hometeam,TOR
TOR201706020,site,TOR02
TOR201706020,date,2017/06/02
TOR201706020,number,0
TOR201706020,starttime,7:08PM
TOR201706020,daynight,night
TOR201706020,usedh,true
TOR201706020,umphome,johna901
TOR201706020,ump1b,coope901
TOR201706020,ump2b,cedeg901
TOR201706020,ump3b,morag901
TOR201706020,howscored,park
TOR201706020,pitches,pitches
TOR201706020,oscorer,moreh701
TOR201706020,temp,65
TOR201706020,winddir,tolf
TOR201706020,windspeed,6
TOR201706020,fieldcond,unknown
TOR201706020,precip,unknown
TOR201706020,sky,sunny
TOR201706020,timeofgame,193
TOR201706020,attendance,44261
TOR201706020,wp,lirif001
TOR201706020,lp,pinem001
TOR201706020,save,osunr001
TOR201706020,hometeam_score,7
TOR201706020,awayteam_score,5
TOR201706030,visteam,NYA
TOR201706030,hometeam,TOR
TOR201706030,site,TOR02
TOR201706030,date,2017/06/03
TOR201706030,number,0
TOR201706030,starttime,1:09PM
TOR201706030,daynight,day
TOR201706030,usedh,true
TOR201706030,umphome,coope901
TOR201706030,ump1b,cedeg901
TOR201706030,ump2b,morag901
TOR201706030,ump3b,johna901
TOR201706030,howscored,park
TOR201706030,pitches,pitches
TOR201706030,oscorer,moreh701
TOR201706030,temp,64
TOR201706030,winddir,tocf
TOR201706030,windspeed,6
TOR201706030,fieldcond,unknown
TOR201706030,precip,unknown
TOR201706030,sky,sunny
TOR201706030,timeofgame,180
TOR201706030,attendance,47226
TOR201706030,wp,montj004
TOR201706030,lp,biagj001
TOR201706030,save,
TOR201706030,hometeam_score,0
TOR201706030,awayteam_score,7
TOR201706040,visteam,NYA
TOR201706040,hometeam,TOR
TOR201706040,site,TOR02
TOR201706040,date,2017/06/04
TOR201706040,number,0
TOR201706040,starttime,1:08PM
TOR201706040,daynight,day
TOR201706040,usedh,true
TOR201706040,umphome,cedeg901
TOR201706040,ump1b,morag901
TOR201706040,ump2b,johna901
TOR201706040,ump3b,coope901
TOR201706040,howscored,park
TOR201706040,pitches,pitches
TOR201706040,oscorer,moreh701
TOR201706040,temp,68
TOR201706040,winddir,unknown
TOR201706040,windspeed,0
TOR201706040,fieldcond,dry
TOR201706040,precip,none
TOR201706040,sky,dome
TOR201706040,timeofgame,147
TOR201706040,attendance,46782
TOR201706040,wp,smitj002
TOR201706040,lp,clipt001
TOR201706040,save,osunr001
TOR201706040,hometeam_score,3
TOR201706040,awayteam_score,2
TOR201706130,visteam,TBA
TOR201706130,hometeam,TOR
TOR201706130,site,TOR02
TOR201706130,date,2017/06/13
TOR201706130,number,0
TOR201706130,starttime,7:08PM
TOR201706130,daynight,night
TOR201706130,usedh,true
TOR201706130,umphome,blakr901
TOR201706130,ump1b,kulpr901
TOR201706130,ump2b,gormb901
TOR201706130,ump3b,gibsh902
TOR201706130,howscored,park
TOR201706130,pitches,pitches
TOR201706130,oscorer,pellm701
TOR201706130,temp,71
TOR201706130,winddir,tocf
TOR201706130,windspeed,6
TOR201706130,fieldcond,unknown
TOR201706130,precip,unknown
TOR201706130,sky,cloudy
TOR201706130,timeofgame,195
TOR201706130,attendance,39404
TOR201706130,wp,farij001
TOR201706130,lp,estrm001
TOR201706130,save,
TOR201706130,hometeam_score,1
TOR201706130,awayteam_score,8
TOR201706140,visteam,TBA
TOR201706140,hometeam,TOR
TOR201706140,site,TOR02
TOR201706140,date,2017/06/14
TOR201706140,number,0
TOR201706140,starttime,7:08PM
TOR201706140,daynight,night
TOR201706140,usedh,true
TOR201706140,umphome,kulpr901
TOR201706140,ump1b,gormb901
TOR201706140,ump2b,gibsh902
TOR201706140,ump3b,blakr901
TOR201706140,howscored,park
TOR201706140,pitches,pitches
TOR201706140,oscorer,pellm701
TOR201706140,temp,68
TOR201706140,winddir,rtol
TOR201706140,windspeed,9
TOR201706140,fieldcond,unknown
TOR201706140,precip,unknown
TOR201706140,sky,sunny
TOR201706140,timeofgame,187
TOR201706140,attendance,37734
TOR201706140,wp,smitj002
TOR201706140,lp,alvaj004
TOR201706140,save,osunr001
TOR201706140,hometeam_score,7
TOR201706140,awayteam_score,6
TOR201706160,visteam,CHA
TOR201706160,hometeam,TOR
TOR201706160,site,TOR02
TOR201706160,date,2017/06/16
TOR201706160,number,0
TOR201706160,starttime,7:09PM
TOR201706160,daynight,night
TOR201706160,usedh,true
TOR201706160,umphome,muchm901
TOR201706160,ump1b,wintm901
TOR201706160,ump2b,wegnm901
TOR201706160,ump3b,addir901
TOR201706160,howscored,park
TOR201706160,pitches,pitches
TOR201706160,oscorer,pellm701
TOR201706160,temp,86
TOR201706160,winddir,tocf
TOR201706160,windspeed,7
TOR201706160,fieldcond,unknown
TOR201706160,precip,unknown
TOR201706160,sky,sunny
TOR201706160,timeofgame,185
TOR201706160,attendance,39071
TOR201706160,wp,quinj001
TOR201706160,lp,biagj001
TOR201706160,save,
TOR201706160,hometeam_score,2
TOR201706160,awayteam_score,11
TOR201706170,visteam,CHA
TOR201706170,hometeam,TOR
TOR201706170,site,TOR02
TOR201706170,date,2017/06/17
TOR201706170,number,0
TOR201706170,starttime,1:09PM
TOR201706170,daynight,day
TOR201706170,usedh,true
TOR201706170,umphome,wintm901
TOR201706170,ump1b,wegnm901
TOR201706170,ump2b,addir901
TOR201706170,ump3b,muchm901
TOR201706170,howscored,park
TOR201706170,pitches,pitches
TOR201706170,oscorer,pellm701
TOR201706170,temp,77
TOR201706170,winddir,torf
TOR201706170,windspeed,12
TOR201706170,fieldcond,unknown
TOR201706170,precip,unknown
TOR201706170,sky,unknown
TOR201706170,timeofgame,164
TOR201706170,attendance,47171
TOR201706170,wp,pelfm001
TOR201706170,lp,strom001
TOR201706170,save,robed002
TOR201706170,hometeam_score,2
TOR201706170,awayteam_score,5
TOR201706180,visteam,CHA
TOR201706180,hometeam,TOR
TOR201706180,site,TOR02
TOR201706180,date,2017/06/18
TOR201706180,number,0
TOR201706180,starttime,1:08PM
TOR201706180,daynight,day
TOR201706180,usedh,true
TOR201706180,umphome,wegnm901
TOR201706180,ump1b,addir901
TOR201706180,ump2b,muchm901
TOR201706180,ump3b,wintm901
TOR201706180,howscored,park
TOR201706180,pitches,pitches
TOR201706180,oscorer,pellm701
TOR201706180,temp,68
TOR201706180,winddir,unknown
TOR201706180,windspeed,0
TOR201706180,fieldcond,dry
TOR201706180,precip,none
TOR201706180,sky,dome
TOR201706180,timeofgame,181
TOR201706180,attendance,46599
TOR201706180,wp,happj001
TOR201706180,lp,swara001
TOR201706180,save,
TOR201706180,hometeam_score,7
TOR201706180,awayteam_score,3
TOR201706270,visteam,BAL
TOR201706270,hometeam,TOR
TOR201706270,site,TOR02
TOR201706270,date,2017/06/27
TOR201706270,number,0
TOR201706270,starttime,7:09PM
TOR201706270,daynight,night
TOR201706270,usedh,true
TOR201706270,umphome,herna901
TOR201706270,ump1b,wolcq901
TOR201706270,ump2b,whitc901
TOR201706270,ump3b,barrt901
TOR201706270,howscored,park
TOR201706270,pitches,pitches
TOR201706270,oscorer,moreh701
TOR201706270,temp,66
TOR201706270,winddir,ltor
TOR201706270,windspeed,7
TOR201706270,fieldcond,unknown
TOR201706270,precip,unknown
TOR201706270,sky,unknown
TOR201706270,timeofgame,180
TOR201706270,attendance,40606
TOR201706270,wp,gausk001
TOR201706270,lp,biagj001
TOR201706270,save,bracb001
TOR201706270,hometeam_score,0
TOR201706270,awayteam_score,3
TOR201706280,visteam,BAL
TOR201706280,hometeam,TOR
TOR201706280,site,TOR02
TOR201706280,date,2017/06/28
TOR201706280,number,0
TOR201706280,starttime,7:08PM
TOR201706280,daynight,night
TOR201706280,usedh,true
TOR201706280,umphome,wolcq901
TOR201706280,ump1b,whitc901
TOR201706280,ump2b,barrt901
TOR201706280,ump3b,herna901
TOR201706280,howscored,park
TOR201706280,pitches,pitches
TOR201706280,oscorer,moreh701
