game_id,var,value
DET201704270,fieldcond,unknown
DET201704270,precip,unknown
DET201704270,sky,overcast
DET201704270,timeofgame,202
DET201704270,attendance,25325
DET201704270,wp,zycht001
DET201704270,lp,rodrf003
DET201704270,save,diaze006
DET201704270,hometeam_score,1
DET201704270,awayteam_score,2
DET201704280,visteam,CHA
DET201704280,hometeam,DET
DET201704280,site,DET05
DET201704280,date,2017/04/28
DET201704280,number,0
DET201704280,starttime,7:10PM
DET201704280,daynight,night
DET201704280,usedh,true
DET201704280,umphome,diazl901
DET201704280,ump1b,eddid901
DET201704280,ump2b,blasc901
DET201704280,ump3b,nelsj901
DET201704280,howscored,park
DET201704280,pitches,pitches
DET201704280,oscorer,kleir701
DET201704280,temp,61
DET201704280,winddir,rtol
DET201704280,windspeed,10
DET201704280,fieldcond,unknown
DET201704280,precip,unknown
DET201704280,sky,unknown
DET201704280,timeofgame,205
DET201704280,attendance,26049
DET201704280,wp,swara001
DET201704280,lp,wilsa001
DET201704280,save,
DET201704280,hometeam_score,3
DET201704280,awayteam_score,7
DET201704290,visteam,CHA
DET201704290,hometeam,DET
DET201704290,site,DET05
DET201704290,date,2017/04/29
DET201704290,number,0
DET201704290,starttime,1:10PM
DET201704290,daynight,day
DET201704290,usedh,true
DET201704290,umphome,eddid901
DET201704290,ump1b,blasc901
DET201704290,ump2b,nelsj901
DET201704290,ump3b,diazl901
DET201704290,howscored,park
DET201704290,pitches,pitches
DET201704290,oscorer,kleir701
DET201704290,temp,47
DET201704290,winddir,ltor
DET201704290,windspeed,10
DET201704290,fieldcond,unknown
DET201704290,precip,unknown
DET201704290,sky,unknown
DET201704290,timeofgame,216
DET201704290,attendance,36217
DET201704290,wp,robed002
DET201704290,lp,wilsj004
DET201704290,save,
DET201704290,hometeam_score,4
DET201704290,awayteam_score,6
DET201704300,visteam,CHA
DET201704300,hometeam,DET
DET201704300,site,DET05
DET201704300,date,2017/04/30
DET201704300,number,0
DET201704300,starttime,1:10PM
DET201704300,daynight,day
DET201704300,usedh,true
DET201704300,umphome,blasc901
DET201704300,ump1b,nelsj901
DET201704300,ump2b,diazl901
DET201704300,ump3b,eddid901
DET201704300,howscored,park
DET201704300,pitches,pitches
DET201704300,oscorer,marod701
DET201704300,temp,49
DET201704300,winddir,ltor
DET201704300,windspeed,12
DET201704300,fieldcond,unknown
DET201704300,precip,unknown
DET201704300,sky,unknown
DET201704300,timeofgame,204
DET201704300,attendance,26045
DET201704300,wp,zimmj003
DET201704300,lp,gonzm003
DET201704300,save,
DET201704300,hometeam_score,7
DET201704300,awayteam_score,3
DET201705010,visteam,CLE
DET201705010,hometeam,DET
DET201705010,site,DET05
DET201705010,date,2017/05/01
DET201705010,number,0
DET201705010,starttime,7:10PM
DET201705010,daynight,night
DET201705010,usedh,true
DET201705010,umphome,nauep901
DET201705010,ump1b,guccc901
DET201705010,ump2b,torrc901
DET201705010,ump3b,demud901
DET201705010,howscored,park
DET201705010,pitches,pitches
DET201705010,oscorer,klonc701
DET201705010,temp,57
DET201705010,winddir,rtol
DET201705010,windspeed,16
DET201705010,fieldcond,unknown
DET201705010,precip,unknown
DET201705010,sky,unknown
DET201705010,timeofgame,194
DET201705010,attendance,22045
DET201705010,wp,norrd002
DET201705010,lp,bauet001
DET201705010,save,
DET201705010,hometeam_score,7
DET201705010,awayteam_score,1
DET201705020,visteam,CLE
DET201705020,hometeam,DET
DET201705020,site,DET05
DET201705020,date,2017/05/02
DET201705020,number,0
DET201705020,starttime,7:10PM
DET201705020,daynight,night
DET201705020,usedh,true
DET201705020,umphome,guccc901
DET201705020,ump1b,torrc901
DET201705020,ump2b,demud901
DET201705020,ump3b,nauep901
DET201705020,howscored,park
DET201705020,pitches,pitches
DET201705020,oscorer,klonc701
DET201705020,temp,47
DET201705020,winddir,rtol
DET201705020,windspeed,21
DET201705020,fieldcond,unknown
DET201705020,precip,unknown
DET201705020,sky,unknown
DET201705020,timeofgame,194
DET201705020,attendance,21799
DET201705020,wp,verlj001
DET201705020,lp,klubc001
DET201705020,save,rodrf003
DET201705020,hometeam_score,5
DET201705020,awayteam_score,2
DET201705030,visteam,CLE
DET201705030,hometeam,DET
DET201705030,site,DET05
DET201705030,date,2017/05/03
DET201705030,number,0
DET201705030,starttime,7:11PM
DET201705030,daynight,night
DET201705030,usedh,true
DET201705030,umphome,torrc901
DET201705030,ump1b,demud901
DET201705030,ump2b,nauep901
DET201705030,ump3b,guccc901
DET201705030,howscored,park
DET201705030,pitches,pitches
DET201705030,oscorer,klonc701
DET201705030,temp,58
DET201705030,winddir,ltor
DET201705030,windspeed,8
DET201705030,fieldcond,unknown
DET201705030,precip,unknown
DET201705030,sky,unknown
DET201705030,timeofgame,183
DET201705030,attendance,22663
DET201705030,wp,carrc003
DET201705030,lp,boydm001
DET201705030,save,allec002
DET201705030,hometeam_score,2
DET201705030,awayteam_score,3
DET201705160,visteam,BAL
DET201705160,hometeam,DET
DET201705160,site,DET05
DET201705160,date,2017/05/16
DET201705160,number,0
DET201705160,starttime,7:11PM
DET201705160,daynight,night
DET201705160,usedh,true
DET201705160,umphome,culbf901
DET201705160,ump1b,carlm901
DET201705160,ump2b,buckc901
DET201705160,ump3b,gonzm901
DET201705160,howscored,park
DET201705160,pitches,pitches
DET201705160,oscorer,klonc701
DET201705160,temp,84
DET201705160,winddir,rtol
DET201705160,windspeed,16
DET201705160,fieldcond,unknown
DET201705160,precip,unknown
DET201705160,sky,cloudy
DET201705160,timeofgame,319
DET201705160,attendance,25109
DET201705160,wp,bleir001
DET201705160,lp,rodrf003
DET201705160,save,
DET201705160,hometeam_score,11
DET201705160,awayteam_score,13
DET201705170,visteam,BAL
DET201705170,hometeam,DET
DET201705170,site,DET05
DET201705170,date,2017/05/17
DET201705170,number,0
DET201705170,starttime,7:10PM
DET201705170,daynight,night
DET201705170,usedh,true
DET201705170,umphome,carlm901
DET201705170,ump1b,buckc901
DET201705170,ump2b,gonzm901
DET201705170,ump3b,culbf901
DET201705170,howscored,park
DET201705170,pitches,pitches
DET201705170,oscorer,klonc701
DET201705170,temp,83
DET201705170,winddir,rtol
DET201705170,windspeed,19
DET201705170,fieldcond,unknown
DET201705170,precip,unknown
DET201705170,sky,cloudy
DET201705170,timeofgame,195
DET201705170,attendance,29722
DET201705170,wp,fulmm001
DET201705170,lp,jimeu001
DET201705170,save,wilsj004
DET201705170,hometeam_score,5
DET201705170,awayteam_score,4
DET201705180,visteam,BAL
DET201705180,hometeam,DET
DET201705180,site,DET05
DET201705180,date,2017/05/18
DET201705180,number,0
DET201705180,starttime,1:10PM
DET201705180,daynight,day
DET201705180,usedh,true
DET201705180,umphome,buckc901
DET201705180,ump1b,gonzm901
DET201705180,ump2b,culbf901
DET201705180,ump3b,carlm901
DET201705180,howscored,park
DET201705180,pitches,pitches
DET201705180,oscorer,klonc701
DET201705180,temp,83
DET201705180,winddir,rtol
DET201705180,windspeed,21
DET201705180,fieldcond,unknown
DET201705180,precip,unknown
DET201705180,sky,cloudy
DET201705180,timeofgame,173
DET201705180,attendance,32455
DET201705180,wp,zimmj003
DET201705180,lp,bundd001
DET201705180,save,wilsa001
DET201705180,hometeam_score,6
DET201705180,awayteam_score,5
DET201705190,visteam,TEX
DET201705190,hometeam,DET
DET201705190,site,DET05
DET201705190,date,2017/05/19
DET201705190,number,0
DET201705190,starttime,7:10PM
DET201705190,daynight,night
DET201705190,usedh,true
DET201705190,umphome,drecb901
DET201705190,ump1b,everm901
DET201705190,ump2b,bakej902
DET201705190,ump3b,welkb901
DET201705190,howscored,park
DET201705190,pitches,pitches
DET201705190,oscorer,kleir701
DET201705190,temp,52
DET201705190,winddir,ltor
DET201705190,windspeed,13
DET201705190,fieldcond,unknown
DET201705190,precip,unknown
DET201705190,sky,unknown
DET201705190,timeofgame,203
DET201705190,attendance,33122
DET201705190,wp,martn002
DET201705190,lp,norrd002
DET201705190,save,bushm001
DET201705190,hometeam_score,2
DET201705190,awayteam_score,5
DET201705200,visteam,TEX
DET201705200,hometeam,DET
DET201705200,site,DET05
DET201705200,date,2017/05/20
DET201705200,number,0
DET201705200,starttime,7:16PM
DET201705200,daynight,night
DET201705200,usedh,true
DET201705200,umphome,everm901
DET201705200,ump1b,bakej902
DET201705200,ump2b,welkb901
DET201705200,ump3b,drecb901
DET201705200,howscored,park
DET201705200,pitches,pitches
DET201705200,oscorer,marod701
DET201705200,temp,56
DET201705200,winddir,fromlf
DET201705200,windspeed,12
DET201705200,fieldcond,unknown
DET201705200,precip,unknown
DET201705200,sky,overcast
DET201705200,timeofgame,178
DET201705200,attendance,35166
DET201705200,wp,verlj001
DET201705200,lp,grifa002
DET201705200,save,
DET201705200,hometeam_score,9
DET201705200,awayteam_score,3
DET201705210,visteam,TEX
DET201705210,hometeam,DET
DET201705210,site,DET05
DET201705210,date,2017/05/21
DET201705210,number,0
DET201705210,starttime,8:09PM
DET201705210,daynight,night
DET201705210,usedh,true
DET201705210,umphome,bakej902
DET201705210,ump1b,welkb901
DET201705210,ump2b,drecb901
DET201705210,ump3b,everm901
DET201705210,howscored,park
DET201705210,pitches,pitches
DET201705210,oscorer,marod701
DET201705210,temp,73
DET201705210,winddir,rtol
DET201705210,windspeed,14
DET201705210,fieldcond,unknown
DET201705210,precip,unknown
DET201705210,sky,cloudy
DET201705210,timeofgame,215
DET201705210,attendance,24080
DET201705210,wp,darvy001
DET201705210,lp,boydm001
DET201705210,save,kelak001
DET201705210,hometeam_score,2
DET201705210,awayteam_score,5
DET201706020,visteam,CHA
DET201706020,hometeam,DET
DET201706020,site,DET05
DET201706020,date,2017/06/02
DET201706020,number,0
DET201706020,starttime,7:10PM
DET201706020,daynight,night
DET201706020,usedh,true
DET201706020,umphome,carlm901
DET201706020,ump1b,buckc901
DET201706020,ump2b,gonzm901
DET201706020,ump3b,culbf901
DET201706020,howscored,park
DET201706020,pitches,pitches
DET201706020,oscorer,kleir701
DET201706020,temp,79
DET201706020,winddir,tolf
DET201706020,windspeed,12
DET201706020,fieldcond,unknown
DET201706020,precip,unknown
DET201706020,sky,cloudy
DET201706020,timeofgame,181
DET201706020,attendance,28619
DET201706020,wp,fulmm001
DET201706020,lp,holld003
DET201706020,save,
DET201706020,hometeam_score,15
DET201706020,awayteam_score,5
DET201706030,visteam,CHA
DET201706030,hometeam,DET
DET201706030,site,DET05
DET201706030,date,2017/06/03
DET201706030,number,0
DET201706030,starttime,4:10PM
DET201706030,daynight,day
DET201706030,usedh,true
DET201706030,umphome,gonzm901
DET201706030,ump1b,culbf901
DET201706030,ump2b,whitc901
DET201706030,ump3b,carlm901
DET201706030,howscored,park
DET201706030,pitches,pitches
DET201706030,oscorer,marod701
DET201706030,temp,76
DET201706030,winddir,rtol
DET201706030,windspeed,4
DET201706030,fieldcond,unknown
DET201706030,precip,unknown
DET201706030,sky,unknown
DET201706030,timeofgame,194
DET201706030,attendance,33188
DET201706030,wp,zimmj003
DET201706030,lp,gonzm003
DET201706030,save,
DET201706030,hometeam_score,10
DET201706030,awayteam_score,1
DET201706040,visteam,CHA
DET201706040,hometeam,DET
DET201706040,site,DET05
DET201706040,date,2017/06/04
DET201706040,number,0
DET201706040,starttime,1:10PM
DET201706040,daynight,day
DET201706040,usedh,true
DET201706040,umphome,culbf901
DET201706040,ump1b,whitc901
DET201706040,ump2b,carlm901
DET201706040,ump3b,gonzm901
DET201706040,howscored,park
DET201706040,pitches,pitches
DET201706040,oscorer,marod701
DET201706040,temp,74
DET201706040,winddir,rtol
DET201706040,windspeed,3
DET201706040,fieldcond,unknown
DET201706040,precip,unknown
DET201706040,sky,sunny
DET201706040,timeofgame,247
DET201706040,attendance,30208
DET201706040,wp,wilsj004
DET201706040,lp,robed002
DET201706040,save,
DET201706040,hometeam_score,4
DET201706040,awayteam_score,4
DET201706060,visteam,ANA
DET201706060,hometeam,DET
DET201706060,site,DET05
DET201706060,date,2017/06/06
DET201706060,number,0
DET201706060,starttime,7:10PM
DET201706060,daynight,night
DET201706060,usedh,true
DET201706060,umphome,fleta901
DET201706060,ump1b,porta901
DET201706060,ump2b,westj901
DET201706060,ump3b,wendh902
DET201706060,howscored,park
DET201706060,pitches,pitches
DET201706060,oscorer,klonc701
DET201706060,temp,62
DET201706060,winddir,ltor
DET201706060,windspeed,15
DET201706060,fieldcond,unknown
DET201706060,precip,unknown
DET201706060,sky,unknown
DET201706060,timeofgame,194
DET201706060,attendance,24175
DET201706060,wp,chavj001
DET201706060,lp,norrd002
DET201706060,save,norrb001
DET201706060,hometeam_score,3
DET201706060,awayteam_score,5
DET201706070,visteam,ANA
DET201706070,hometeam,DET
DET201706070,site,DET05
DET201706070,date,2017/06/07
DET201706070,number,0
DET201706070,starttime,7:10PM
DET201706070,daynight,night
DET201706070,usedh,true
DET201706070,umphome,porta901
DET201706070,ump1b,westj901
DET201706070,ump2b,wendh902
DET201706070,ump3b,fleta901
DET201706070,howscored,park
DET201706070,pitches,pitches
DET201706070,oscorer,klonc701
DET201706070,temp,72
DET201706070,winddir,rtol
DET201706070,windspeed,11
DET201706070,fieldcond,unknown
DET201706070,precip,unknown
DET201706070,sky,sunny
DET201706070,timeofgame,178
DET201706070,attendance,24958
DET201706070,wp,farmb001
DET201706070,lp,meyea001
DET201706070,save,
DET201706070,hometeam_score,4
DET201706070,awayteam_score,0
DET201706080,visteam,ANA
DET201706080,hometeam,DET
DET201706080,site,DET05
DET201706080,date,2017/06/08
DET201706080,number,0
DET201706080,starttime,1:11PM
DET201706080,daynight,day
DET201706080,usedh,true
DET201706080,umphome,westj901
DET201706080,ump1b,wendh902
DET201706080,ump2b,fleta901
DET201706080,ump3b,porta901
DET201706080,howscored,park
DET201706080,pitches,pitches
DET201706080,oscorer,klonc701
DET201706080,temp,72
DET201706080,winddir,ltor
DET201706080,windspeed,2
DET201706080,fieldcond,unknown
DET201706080,precip,unknown
DET201706080,sky,sunny
DET201706080,timeofgame,204
DET201706080,attendance,34810
DET201706080,wp,ramij002
DET201706080,lp,fulmm001
DET201706080,save,
DET201706080,hometeam_score,4
DET201706080,awayteam_score,11
DET201706130,visteam,ARI
DET201706130,hometeam,DET
DET201706130,site,DET05
DET201706130,date,2017/06/13
DET201706130,number,0
DET201706130,starttime,7:10PM
DET201706130,daynight,night
DET201706130,usedh,true
DET201706130,umphome,laynj901
DET201706130,ump1b,woodt901
DET201706130,ump2b,estam901
DET201706130,ump3b,hudsm901
DET201706130,howscored,park
DET201706130,pitches,pitches
DET201706130,oscorer,klonc701
DET201706130,temp,84
DET201706130,winddir,ltor
DET201706130,windspeed,12
DET201706130,fieldcond,unknown
DET201706130,precip,unknown
DET201706130,sky,cloudy
DET201706130,timeofgame,228
DET201706130,attendance,25119
DET201706130,wp,brada001
DET201706130,lp,wilsj004
DET201706130,save,rodnf001
DET201706130,hometeam_score,6
DET201706130,awayteam_score,7
DET201706140,visteam,ARI
DET201706140,hometeam,DET
DET201706140,site,DET05
DET201706140,date,2017/06/14
DET201706140,number,0
DET201706140,starttime,7:10PM
DET201706140,daynight,night
DET201706140,usedh,true
DET201706140,umphome,woodt901
DET201706140,ump1b,estam901
DET201706140,ump2b,hudsm901
DET201706140,ump3b,laynj901
DET201706140,howscored,park
DET201706140,pitches,pitches
DET201706140,oscorer,klonc701
DET201706140,temp,82
DET201706140,winddir,ltor
DET201706140,windspeed,12
DET201706140,fieldcond,unknown
DET201706140,precip,unknown
DET201706140,sky,sunny
DET201706140,timeofgame,165
DET201706140,attendance,26134
DET201706140,wp,walkt004
DET201706140,lp,zimmj003
DET201706140,save,rodnf001
DET201706140,hometeam_score,1
DET201706140,awayteam_score,2
DET201706150,visteam,TBA
DET201706150,hometeam,DET
DET201706150,site,DET05
DET201706150,date,2017/06/15
DET201706150,number,0
DET201706150,starttime,7:10PM
DET201706150,daynight,night
DET201706150,usedh,true
DET201706150,umphome,may-b901
DET201706150,ump1b,hicke901
DET201706150,ump2b,mealj901
DET201706150,ump3b,conrc901
DET201706150,howscored,park
DET201706150,pitches,pitches
DET201706150,oscorer,klonc701
DET201706150,temp,83
DET201706150,winddir,rtol
DET201706150,windspeed,9
DET201706150,fieldcond,unknown
DET201706150,precip,unknown
DET201706150,sky,unknown
DET201706150,timeofgame,209
DET201706150,attendance,24056
DET201706150,wp,wilsj004
DET201706150,lp,huntt002
DET201706150,save,
DET201706150,hometeam_score,3
DET201706150,awayteam_score,3
DET201706160,visteam,TBA
DET201706160,hometeam,DET
DET201706160,site,DET05
DET201706160,date,2017/06/16
DET201706160,number,0
DET201706160,starttime,7:10PM
DET201706160,daynight,night
DET201706160,usedh,true
DET201706160,umphome,hicke901
DET201706160,ump1b,mealj901
DET201706160,ump2b,conrc901
DET201706160,ump3b,may-b901
DET201706160,howscored,park
DET201706160,pitches,pitches
DET201706160,oscorer,kleir701
DET201706160,temp,81
DET201706160,winddir,rtol
DET201706160,windspeed,7
DET201706160,fieldcond,unknown
DET201706160,precip,unknown
DET201706160,sky,unknown
DET201706160,timeofgame,185
DET201706160,attendance,29674
DET201706160,wp,norrd002
DET201706160,lp,ramie004
DET201706160,save,
DET201706160,hometeam_score,13
DET201706160,awayteam_score,3
DET201706170,visteam,TBA
DET201706170,hometeam,DET
DET201706170,site,DET05
DET201706170,date,2017/06/17
DET201706170,number,0
DET201706170,starttime,4:10PM
DET201706170,daynight,day
DET201706170,usedh,true
DET201706170,umphome,mealj901
DET201706170,ump1b,conrc901
DET201706170,ump2b,may-b901
DET201706170,ump3b,hicke901
DET201706170,howscored,park
DET201706170,pitches,pitches
DET201706170,oscorer,kleir701
DET201706170,temp,85
DET201706170,winddir,rtol
DET201706170,windspeed,12
DET201706170,fieldcond,unknown
DET201706170,precip,unknown
DET201706170,sky,cloudy
DET201706170,timeofgame,203
DET201706170,attendance,33478
DET201706170,wp,archc001
DET201706170,lp,fulmm001
DET201706170,save,coloa001
DET201706170,hometeam_score,2
DET201706170,awayteam_score,3
DET201706180,visteam,TBA
DET201706180,hometeam,DET
DET201706180,site,DET05
DET201706180,date,2017/06/18
DET201706180,number,0
DET201706180,starttime,1:41PM
DET201706180,daynight,day
DET201706180,usedh,true
DET201706180,umphome,conrc901
DET201706180,ump1b,may-b901
DET201706180,ump2b,hicke901
DET201706180,ump3b,mealj901
DET201706180,howscored,park
DET201706180,pitches,pitches
DET201706180,oscorer,marod701
DET201706180,temp,78
DET201706180,winddir,rtol
DET201706180,windspeed,17
DET201706180,fieldcond,unknown
DET201706180,precip,unknown
DET201706180,sky,unknown
DET201706180,timeofgame,185
DET201706180,attendance,36442
DET201706180,wp,farij001
DET201706180,lp,farmb001
DET201706180,save,
DET201706180,hometeam_score,1
DET201706180,awayteam_score,9
DET201706270,visteam,KCA
DET201706270,hometeam,DET
DET201706270,site,DET05
DET201706270,date,2017/06/27
DET201706270,number,0
DET201706270,starttime,7:10PM
DET201706270,daynight,night
DET201706270,usedh,true
DET201706270,umphome,belld901
DET201706270,ump1b,lentn901
DET201706270,ump2b,iassd901
DET201706270,ump3b,gormb901
DET201706270,howscored,park
DET201706270,pitches,pitches
DET201706270,oscorer,klonc701
DET201706270,temp,72
DET201706270,winddir,rtol
DET201706270,windspeed,10
DET201706270,fieldcond,unknown
DET201706270,precip,unknown
DET201706270,sky,cloudy
DET201706270,timeofgame,194
DET201706270,attendance,29488
DET201706270,wp,verlj001
DET201706270,lp,stram001
DET201706270,save,wilsj004
DET201706270,hometeam_score,5
DET201706270,awayteam_score,3
DET201706280,visteam,KCA
DET201706280,hometeam,DET
DET201706280,site,DET05
DET201706280,date,2017/06/28
DET201706280,number,0
DET201706280,starttime,7:10PM
DET201706280,daynight,night
DET201706280,usedh,true
DET201706280,umphome,lentn901
DET201706280,ump1b,iassd901
DET201706280,ump2b,gormb901
DET201706280,ump3b,belld901
DET201706280,howscored,park
DET201706280,pitches,pitches
DET201706280,oscorer,klonc701
DET201706280,temp,74
DET201706280,winddir,rtol
DET201706280,windspeed,14
DET201706280,fieldcond,unknown
DET201706280,precip,unknown
DET201706280,sky,overcast
DET201706280,timeofgame,166
DET201706280,attendance,29614
DET201706280,wp,kenni001
DET201706280,lp,norrd002
DET201706280,save,
DET201706280,hometeam_score,2
DET201706280,awayteam_score,8
DET201706290,visteam,KCA
DET201706290,hometeam,DET
DET201706290,site,DET05
DET201706290,date,2017/06/29
DET201706290,number,0
DET201706290,starttime,1:10PM
DET201706290,daynight,day
DET201706290,usedh,true
DET201706290,umphome,iassd901
DET201706290,ump1b,gormb901
DET201706290,ump2b,belld901
DET201706290,ump3b,lentn901
DET201706290,howscored,park
DET201706290,pitches,pitches
DET201706290,oscorer,klonc701
DET201706290,temp,78
DET201706290,winddir,rtol
DET201706290,windspeed,16
DET201706290,fieldcond,unknown
DET201706290,precip,unknown
DET201706290,sky,unknown
DET201706290,timeofgame,153
DET201706290,attendance,33681
DET201706290,wp,fulmm001
DET201706290,lp,junij001
DET201706290,save,
DET201706290,hometeam_score,7
DET201706290,awayteam_score,0
DET201707011,visteam,CLE
DET201707011,hometeam,DET
DET201707011,site,DET05
DET201707011,date,2017/07/01
DET201707011,number,1
DET201707011,starttime,1:10PM
DET201707011,daynight,day
DET201707011,usedh,true
DET201707011,umphome,kellj901
DET201707011,ump1b,blakr901
DET201707011,ump2b,hoyej901
DET201707011,ump3b,littw901
DET201707011,howscored,park
DET201707011,pitches,pitches
DET201707011,oscorer,marod701
DET201707011,temp,78
DET201707011,winddir,rtol
DET201707011,windspeed,11
DET201707011,fieldcond,unknown
DET201707011,precip,unknown
DET201707011,sky,cloudy
DET201707011,timeofgame,179
DET201707011,attendance,28719
DET201707011,wp,grees005
DET201707011,lp,shawb001
DET201707011,save,wilsj004
DET201707011,hometeam_score,7
DET201707011,awayteam_score,4
DET201707012,visteam,CLE
DET201707012,hometeam,DET
DET201707012,site,DET05
DET201707012,date,2017/07/01
DET201707012,number,2
DET201707012,starttime,7:16PM
DET201707012,daynight,night
DET201707012,usedh,true
DET201707012,umphome,timmt901
DET201707012,ump1b,hoyej901
DET201707012,ump2b,littw901
DET201707012,ump3b,blakr901
DET201707012,howscored,park
DET201707012,pitches,pitches
DET201707012,oscorer,marod701
DET201707012,temp,81
DET201707012,winddir,tolf
DET201707012,windspeed,12
DET201707012,fieldcond,unknown
DET201707012,precip,unknown
DET201707012,sky,cloudy
DET201707012,timeofgame,197
DET201707012,attendance,27016
DET201707012,wp,carrc003
DET201707012,lp,zimmj003
DET201707012,save,milla002
DET201707012,hometeam_score,1
DET201707012,awayteam_score,4
DET201707020,visteam,CLE
DET201707020,hometeam,DET
DET201707020,site,DET05
DET201707020,date,2017/07/02
DET201707020,number,0
DET201707020,starttime,1:10PM
DET201707020,daynight,day
DET201707020,usedh,true
DET201707020,umphome,hoyej901
DET201707020,ump1b,littw901
DET201707020,ump2b,kellj901
DET201707020,ump3b,timmt901
DET201707020,howscored,park
DET201707020,pitches,pitches
DET201707020,oscorer,marod701
DET201707020,temp,79
DET201707020,winddir,tolf
DET201707020,windspeed,10
DET201707020,fieldcond,unknown
DET201707020,precip,unknown
DET201707020,sky,sunny
DET201707020,timeofgame,235
DET201707020,attendance,30429
DET201707020,wp,clevm001
DET201707020,lp,verlj001
DET201707020,save,allec002
DET201707020,hometeam_score,2
DET201707020,awayteam_score,11
DET201707040,visteam,SFN
DET201707040,hometeam,DET
DET201707040,site,DET05
DET201707040,date,2017/07/04
DET201707040,number,0
DET201707040,starttime,1:10PM
DET201707040,daynight,day
DET201707040,usedh,true
DET201707040,umphome,wintm901
DET201707040,ump1b,guccc901
DET201707040,ump2b,fostm901
DET201707040,ump3b,muchm901
DET201707040,howscored,park
DET201707040,pitches,pitches
DET201707040,oscorer,klonc701
DET201707040,temp,74
DET201707040,winddir,ltor
DET201707040,windspeed,9
DET201707040,fieldcond,unknown
DET201707040,precip,unknown
DET201707040,sky,sunny
DET201707040,timeofgame,143
DET201707040,attendance,32514
DET201707040,wp,fulmm001
DET201707040,lp,cainm001
DET201707040,save,wilsj004
DET201707040,hometeam_score,5
DET201707040,awayteam_score,3
DET201707050,visteam,SFN
DET201707050,hometeam,DET
DET201707050,site,DET05
DET201707050,date,2017/07/05
DET201707050,number,0
DET201707050,starttime,7:10PM
DET201707050,daynight,night
DET201707050,usedh,true
DET201707050,umphome,guccc901
DET201707050,ump1b,fostm901
DET201707050,ump2b,muchm901
DET201707050,ump3b,wintm901
DET201707050,howscored,park
DET201707050,pitches,pitches
DET201707050,oscorer,klonc701
DET201707050,temp,83
DET201707050,winddir,fromlf
DET201707050,windspeed,4
DET201707050,fieldcond,unknown
DET201707050,precip,unknown
DET201707050,sky,cloudy
DET201707050,timeofgame,198
DET201707050,attendance,26613
DET201707050,wp,blact002
DET201707050,lp,norrd002
DET201707050,save,dysos001
DET201707050,hometeam_score,4
DET201707050,awayteam_score,5
DET201707060,visteam,SFN
DET201707060,hometeam,DET
DET201707060,site,DET05
DET201707060,date,2017/07/06
DET201707060,number,0
DET201707060,starttime,1:10PM
DET201707060,daynight,day
DET201707060,usedh,true
DET201707060,umphome,fostm901
DET201707060,ump1b,muchm901
DET201707060,ump2b,wintm901
DET201707060,ump3b,guccc901
DET201707060,howscored,park
DET201707060,pitches,pitches
DET201707060,oscorer,klonc701
DET201707060,temp,83
DET201707060,winddir,ltor
DET201707060,windspeed,5
DET201707060,fieldcond,unknown
DET201707060,precip,unknown
DET201707060,sky,unknown
DET201707060,timeofgame,158
DET201707060,attendance,27210
DET201707060,wp,sanca004
DET201707060,lp,strac001
DET201707060,save,
DET201707060,hometeam_score,6
DET201707060,awayteam_score,2
DET201707140,visteam,TOR
DET201707140,hometeam,DET
DET201707140,site,DET05
DET201707140,date,2017/07/14
DET201707140,number,0
DET201707140,starttime,7:10PM
DET201707140,daynight,night
DET201707140,usedh,true
DET201707140,umphome,wendh902
DET201707140,ump1b,fleta901
DET201707140,ump2b,porta901
DET201707140,ump3b,westj901
DET201707140,howscored,park
DET201707140,pitches,pitches
DET201707140,oscorer,marod701
DET201707140,temp,79
DET201707140,winddir,tolf
DET201707140,windspeed,11
DET201707140,fieldcond,unknown
DET201707140,precip,unknown
DET201707140,sky,cloudy
DET201707140,timeofgame,228
DET201707140,attendance,37879
DET201707140,wp,sanca006
DET201707140,lp,verlj001
DET201707140,save,
DET201707140,hometeam_score,1
DET201707140,awayteam_score,7
DET201707150,visteam,TOR
DET201707150,hometeam,DET
DET201707150,site,DET05
DET201707150,date,2017/07/15
DET201707150,number,0
DET201707150,starttime,6:10PM
DET201707150,daynight,night
DET201707150,usedh,true
DET201707150,umphome,fleta901
DET201707150,ump1b,porta901
DET201707150,ump2b,westj901
DET201707150,ump3b,wendh902
DET201707150,howscored,park
DET201707150,pitches,pitches
DET201707150,oscorer,kleir701
DET201707150,temp,79
DET201707150,winddir,rtol
DET201707150,windspeed,10
DET201707150,fieldcond,unknown
DET201707150,precip,unknown
DET201707150,sky,sunny
DET201707150,timeofgame,167
DET201707150,attendance,40036
DET201707150,wp,fulmm001
DET201707150,lp,lirif001
DET201707150,save,
DET201707150,hometeam_score,11
DET201707150,awayteam_score,1
DET201707160,visteam,TOR
DET201707160,hometeam,DET
DET201707160,site,DET05
DET201707160,date,2017/07/16
DET201707160,number,0
DET201707160,starttime,1:10PM
DET201707160,daynight,day
DET201707160,usedh,true
DET201707160,umphome,porta901
DET201707160,ump1b,westj901
DET201707160,ump2b,wendh902
DET201707160,ump3b,fleta901
DET201707160,howscored,park
DET201707160,pitches,pitches
DET201707160,oscorer,kleir701
DET201707160,temp,78
DET201707160,winddir,fromcf
DET201707160,windspeed,7
DET201707160,fieldcond,unknown
DET201707160,precip,unknown
DET201707160,sky,cloudy
DET201707160,timeofgame,256
DET201707160,attendance,37173
DET201707160,wp,saupw001
